# batch	value
1	129.77342513
2	137.66443959
3	130.37286150
4	133.78232105
5	131.69812375
6	135.45614567
7	134.98414222
8	133.26102085
9	132.09778200
10	129.86500791
11	133.19871071
12	135.06326136
13	131.72832655
14	130.77704791
15	128.95611153
16	132.32591966
17	138.98903706
18	132.51202631
19	131.66743626
20	133.11853418
21	128.78569199
22	128.39694437
23	134.39826889
24	135.60187669
25	133.68233167
26	130.57699400
27	133.08543493
28	135.40765026
29	131.23942804
30	136.49362314
31	132.71436324
32	133.68024395
33	133.32130188
34	130.20291560
35	131.37052761
36	130.04627702
37	132.83901011
38	134.23038977
39	131.67016240
40	132.76933527
41	136.91016950
42	133.19789021
43	136.99702388
44	130.15619405
45	131.13183213
46	130.95626041
47	134.19353125
48	132.37496473
49	134.23143753
50	137.32058780
51	130.77409642
52	131.32268699
53	136.14771937
54	133.65362069
55	134.31436540
56	136.78550988
57	132.05521306
58	129.01205209
59	138.96736078
60	130.75098833
61	142.62006811
62	137.61442161
63	139.77531628
64	129.38775444
