# batch	value
1	1.09695889
2	2.45027142
3	2.00308498
4	0.96923471
5	1.58217624
6	1.70065535
7	1.84625182
8	1.30760997
9	1.63475743
10	1.10745802
11	1.45564973
12	2.21843691
13	2.47887529
14	0.91092151
15	1.65891035
16	1.48986644
17	1.13584918
18	1.99886727
19	1.92767545
20	1.24408734
21	1.09951318
22	1.29733362
23	1.87072943
24	1.43893916
25	1.28809691
26	1.56867187
27	1.37709739
28	2.47777306
29	1.14150196
30	1.62573230
31	1.33306676
32	1.56235360
33	1.68088887
34	1.76606261
35	1.53447648
36	0.90874474
37	1.15779825
38	1.54234822
39	2.14581615
40	1.05010656
41	2.07017803
42	1.77873638
43	1.40318543
44	1.43550778
45	2.00615668
46	2.89757697
47	1.58727858
48	1.23544684
49	1.33309456
50	1.65292492
51	1.34074026
52	1.54757692
53	1.10217426
54	1.91949006
55	1.17868874
56	1.55704860
57	1.13159372
58	1.24468549
59	1.42137386
60	0.99345889
61	2.00845799
62	1.68718875
63	1.06986140
64	1.41955058
