# batch	value
1	0.78971919
2	0.84288719
3	0.77212931
4	0.76883180
5	0.81291037
6	0.80136032
7	0.83640554
8	0.81793946
9	0.79963029
10	0.81618797
11	0.82107580
12	0.85293177
13	0.78779058
14	0.78218884
15	0.82848495
16	0.82889413
17	0.79146815
18	0.85192128
19	0.82728404
20	0.82815134
21	0.78952702
22	0.78499647
23	0.83912011
24	0.80857312
25	0.82607634
26	0.81557720
27	0.77954726
28	0.88834856
29	0.77262172
30	0.80588076
31	0.85038106
32	0.82856430
33	0.80302830
34	0.84252985
35	0.79900183
36	0.79433478
37	0.80197723
38	0.82927678
39	0.79119866
40	0.83705851
41	0.85372580
42	0.80960331
43	0.84010726
44	0.82653749
45	0.80647702
46	0.87083610
47	0.81436042
48	0.79250682
49	0.83042363
50	0.77587874
51	0.82055367
52	0.90529572
53	0.77162699
54	0.80388975
55	0.74830750
56	0.83054017
57	0.84330505
58	0.78769845
59	0.88507499
60	0.78780892
61	0.78694964
62	0.86740660
63	0.79878319
64	0.86164503
