# batch	value
1	0.44472083
2	0.48802871
3	0.46523496
4	0.46060615
5	0.47397982
6	0.47197553
7	0.47876604
8	0.45737589
9	0.46712408
10	0.46161906
11	0.46425691
12	0.47425648
13	0.45969832
14	0.43218801
15	0.45761921
16	0.47052782
17	0.47844522
18	0.48366435
19	0.47577751
20	0.45091841
21	0.42959046
22	0.43720003
23	0.48362315
24	0.46890422
25	0.46355791
26	0.47337382
27	0.45065720
28	0.48709823
29	0.46979883
30	0.46724152
31	0.49459225
32	0.45491134
33	0.47525386
34	0.47343754
35	0.46466445
36	0.44461456
37	0.46220357
38	0.48702764
39	0.45977775
40	0.47687696
41	0.49922339
42	0.47465595
43	0.46735275
44	0.46063578
45	0.46567311
46	0.46930686
47	0.46578404
48	0.44885491
49	0.47053543
50	0.48273769
51	0.44973308
52	0.48588809
53	0.47717873
54	0.46130864
55	0.46300472
56	0.48627671
57	0.45122252
58	0.44963360
59	0.49852328
60	0.45930605
61	0.49299969
62	0.49354323
63	0.49143818
64	0.44713036
