# batch	value
1	0.45911900
2	0.50236935
3	0.46478506
4	0.46180201
5	0.48370818
6	0.49583343
7	0.47763895
8	0.50127442
9	0.44865740
10	0.46919620
11	0.47104004
12	0.50340491
13	0.47281372
14	0.46423102
15	0.47215826
16	0.50394602
17	0.45653311
18	0.49677529
19	0.48558503
20	0.48013299
21	0.44859467
22	0.47720601
23	0.46961207
24	0.44799756
25	0.48730999
26	0.49660889
27	0.47041529
28	0.50679102
29	0.46482826
30	0.48388496
31	0.48424265
32	0.49297688
33	0.47612654
34	0.50100710
35	0.45979916
36	0.47414499
37	0.46786806
38	0.47767007
39	0.46178300
40	0.50463769
41	0.50142586
42	0.47406741
43	0.49240104
44	0.47392515
45	0.50016565
46	0.49542239
47	0.47093187
48	0.46285609
49	0.48874109
50	0.47428056
51	0.46612761
52	0.51329492
53	0.44792409
54	0.46707786
55	0.46547049
56	0.49355020
57	0.47523789
58	0.47308016
59	0.51619535
60	0.43891986
61	0.48090171
62	0.49315566
63	0.45619145
64	0.49835389
