# batch	value
1	673.77248505
2	795.68329620
3	831.48910827
4	721.15158309
5	825.79297630
6	680.72361045
7	720.47621109
8	738.35890069
9	593.57729970
10	796.44875702
11	764.07827245
12	706.36866575
13	644.18027417
14	675.53005962
15	739.96780054
16	708.12467242
17	666.15026343
18	780.42394965
19	710.63301069
20	674.16811166
21	699.93669268
22	713.57663669
23	668.41309736
24	685.51059411
25	685.18296030
26	676.12093748
27	767.68130626
28	792.02855196
29	790.03138882
30	667.56229470
31	658.07380373
32	790.20497282
33	739.41483278
34	691.31945067
35	718.30422740
36	684.72626872
37	774.81998407
38	720.37706867
39	699.28600552
40	694.93789635
41	742.54271627
42	700.78000198
43	712.77959214
44	707.08536084
45	722.81754818
46	717.60748370
47	720.08493694
48	681.15357205
49	795.10237978
50	811.26787447
51	648.33919083
52	691.16416704
53	721.53899019
54	661.28465898
55	674.21813537
56	729.15281783
57	701.08088619
58	783.57760468
59	701.66017636
60	697.52522718
61	820.43967465
62	735.22177014
63	776.62270794
64	734.35511069
