# batch	value
1	0.39763344
2	0.41495227
3	0.39764639
4	0.39499361
5	0.40629729
6	0.38524173
7	0.41247247
8	0.40608573
9	0.39981651
10	0.40594498
11	0.40906645
12	0.40594543
13	0.40716504
14	0.39338489
15	0.39970020
16	0.41101444
17	0.41210202
18	0.40975521
19	0.41183609
20	0.41589303
21	0.40603163
22	0.41189012
23	0.40500426
24	0.40480207
25	0.40608254
26	0.42314078
27	0.41980121
28	0.41453017
29	0.41296549
30	0.40885354
31	0.39695691
32	0.40187008
33	0.39622384
34	0.39207558
35	0.39296594
36	0.40104824
37	0.39734977
38	0.40078679
39	0.41943545
40	0.40306227
41	0.40215402
42	0.41493041
43	0.40117860
44	0.40241990
45	0.39335499
46	0.40561231
47	0.41953396
48	0.41495448
49	0.40514439
50	0.40623327
51	0.40569998
52	0.39903844
53	0.41270984
54	0.42223588
55	0.40317263
56	0.40152293
57	0.40814336
58	0.41598449
59	0.38636108
60	0.40077257
61	0.41985140
62	0.40632013
63	0.39978406
64	0.40479682
