# s=50 S=60
# time_s	level
0.000	40
339.190	39
430.374	38
430.374	37
436.934	36
534.085	35
879.424	34
879.424	33
1225.774	32
1242.459	31
1314.803	30
1409.376	29
1409.376	28
1409.376	27
1441.418	26
1703.324	25
1724.009	24
1790.822	23
1901.481	22
2015.127	21
2113.677	20
2121.752	19
2160.995	18
2160.995	17
2235.502	16
2257.819	15
2497.805	14
2497.805	13
2617.834	12
2617.834	11
2617.834	10
2632.370	9
2632.370	8
2632.370	7
2632.370	6
2672.598	5
2717.854	4
2801.268	3
2909.930	2
2909.930	1
2909.930	0
3147.595	0
3147.595	0
3219.293	0
3219.293	0
3374.077	0
3406.297	0
3406.297	0
3483.939	0
3483.939	0
3522.616	0
3767.647	0
3767.647	0
3767.647	0
3862.811	0
3862.811	0
4140.650	0
4180.958	0
4305.823	0
4305.823	0
4331.617	0
4440.758	0
4481.146	0
4568.879	20
4861.398	19
4870.092	18
4914.773	38
4940.143	37
5619.214	36
5619.214	35
5619.214	34
5793.527	33
5905.892	32
6169.028	52
6280.166	51
6628.067	50
6628.067	49
6628.067	48
6724.375	47
6724.375	46
6938.647	45
6991.474	44
7648.100	43
7683.176	42
7940.090	41
8025.861	40
8042.709	39
8058.520	38
8311.323	54
8524.291	53
8943.250	52
9032.396	51
9032.396	50
9694.622	49
9694.622	48
10099.246	47
10352.130	46
10401.978	45
10401.978	44
10415.512	43
10505.716	42
10600.669	41
11055.695	40
11055.695	39
11072.202	38
11090.162	37
11186.827	36
11289.291	35
11289.291	34
11289.291	33
11400.305	52
11480.748	51
11545.703	50
11600.500	49
11686.392	48
12125.903	47
12485.425	46
12631.382	45
13127.852	44
13193.364	43
13193.364	42
13251.482	41
13251.482	40
13251.482	39
13368.803	38
13533.665	37
13859.381	36
14122.281	35
14122.281	34
14156.455	33
14171.410	32
14790.151	31
14934.605	30
14934.605	29
14952.789	28
14952.789	27
15160.744	26
15160.744	25
15178.900	24
15297.826	44
15363.813	52
15645.881	51
15778.336	50
15778.336	49
15912.689	48
16274.267	47
16279.902	46
16422.832	45
16422.832	44
16447.178	43
16463.545	42
16588.418	41
16588.418	40
16998.860	39
16998.860	38
17043.856	37
17043.856	36
17191.281	35
17191.281	34
17551.585	33
17560.853	32
17581.048	31
17758.139	30
17906.219	29
18052.661	28
18435.845	27
18560.907	26
18826.225	37
18929.218	36
18929.218	35
19000.801	34
19083.844	33
19083.844	32
19092.110	52
19296.765	51
19296.765	50
19484.543	49
19614.249	48
19758.466	47
19822.263	46
19935.142	45
20435.728	44
20449.433	43
20727.008	42
20727.008	41
20742.633	40
20859.908	39
21296.398	38
21296.398	37
21384.579	36
21384.579	35
21384.579	34
21537.924	33
21608.283	32
21608.283	31
21608.283	30
21671.680	29
21964.420	28
22030.190	27
22088.989	26
22216.242	25
22216.242	24
22239.714	23
22463.146	22
22463.146	21
22463.146	20
22480.989	19
22566.823	39
22829.501	38
22869.416	45
22903.679	44
22903.679	43
23044.066	42
23044.066	41
23063.428	40
23448.959	39
23544.920	38
23544.920	37
23643.448	36
23822.366	35
23925.165	34
24064.128	33
24086.433	32
24086.433	31
24104.585	30
24163.881	29
24325.498	28
24325.498	27
24380.565	26
24556.138	25
24609.230	24
24674.673	23
24674.673	22
24674.673	21
24776.108	20
24776.108	19
24776.108	18
24776.108	17
25028.151	16
25430.800	15
25621.842	14
26067.995	13
26067.995	12
26185.455	11
26185.455	10
26185.455	9
26493.365	29
26552.842	28
26748.441	27
26748.441	26
26801.128	46
26960.352	45
26960.352	44
26977.624	43
26977.624	42
26981.149	46
27059.804	45
27059.804	44
27235.836	43
27270.902	42
27477.760	41
27544.489	40
27551.487	39
27626.110	38
27643.535	37
27656.062	36
28143.856	35
28143.856	34
28143.856	33
28360.178	32
28430.174	31
28652.646	30
28827.260	29
28827.260	28
28827.260	27
29264.372	26
29264.372	25
29264.372	24
29264.372	23
29415.200	22
29462.841	21
29583.063	20
29583.063	19
29684.378	18
29881.559	17
30187.252	16
30187.252	15
30268.429	14
30317.138	13
30422.152	12
30553.031	22
30596.223	21
30596.223	20
30719.667	19
30719.667	18
30719.667	17
30719.667	16
30719.667	15
30743.276	14
30995.162	13
30995.162	12
30995.162	11
31085.109	10
31142.916	30
31321.317	29
32152.605	28
32152.605	27
32638.210	26
32909.596	25
32909.596	24
32909.596	23
32909.596	22
32925.004	21
33037.361	20
33407.061	19
33500.136	39
33550.221	38
33742.033	37
33742.033	36
33818.774	35
33818.774	34
33936.180	33
33950.867	32
34085.088	45
34099.394	44
34137.023	43
34490.900	42
34490.900	41
34571.632	40
34676.512	39
34850.216	38
35441.399	37
35519.346	36
35568.222	35
35696.228	34
35806.744	33
35806.744	32
35806.744	31
35820.089	30
35955.879	29
36217.161	28
36430.431	27
36430.431	26
36544.477	25
36544.477	24
36544.477	23
36552.212	22
36630.648	21
36630.648	20
36710.203	19
36710.203	18
36969.528	17
37075.840	16
37083.532	15
37083.532	14
37083.532	13
37383.229	12
37453.654	23
37599.321	43
37928.350	42
37989.612	41
38011.218	40
38395.666	39
38429.321	38
38722.348	37
38722.348	36
38722.348	35
38722.348	34
38790.901	33
38790.901	32
39020.007	31
39020.007	30
39303.770	29
39303.770	28
39541.424	27
39623.481	26
39623.481	25
39623.481	24
39629.887	23
39982.266	22
39982.266	21
39982.266	20
40153.620	19
40153.620	18
40525.122	17
40525.122	16
40539.765	15
40629.380	14
40699.782	13
40699.782	12
40699.782	11
40807.458	10
40927.558	9
41041.753	8
41041.753	7
41048.364	6
41382.980	5
41631.176	25
41638.521	24
41714.626	37
41996.620	36
41996.620	35
42622.302	34
42622.302	33
42622.302	32
42973.408	31
43144.228	30
43144.228	29
43179.757	28
43714.413	27
43714.413	26
43761.861	25
43847.970	24
44012.513	23
44019.126	22
44227.984	21
44300.240	20
44300.240	19
44300.240	18
44434.519	17
44434.519	16
44434.519	15
44434.519	14
44460.817	13
44584.376	12
44592.131	11
44720.590	10
44732.211	9
44732.211	8
44980.799	7
44980.799	6
45065.442	5
45065.442	4
45065.442	3
45124.710	2
45265.283	1
45340.730	0
45460.666	0
45567.243	0
45821.195	0
45821.195	0
46325.819	0
46481.637	0
46481.637	0
46615.060	0
46615.060	0
46746.227	0
46746.227	0
46830.671	0
47237.292	0
47361.649	0
47361.649	0
47415.112	0
47415.112	0
47415.112	0
47429.077	0
47447.406	0
47477.677	0
47575.570	0
47657.393	0
47749.161	0
48000.585	0
48000.585	0
48037.970	0
48114.973	0
48150.243	0
48150.243	0
48207.397	0
48224.381	0
48445.965	0
48445.965	0
48594.215	20
48735.306	19
48735.306	18
48735.306	17
48820.913	16
48911.914	15
48911.914	14
49198.487	13
49198.487	12
49198.487	11
49373.927	10
49503.000	9
49927.647	8
50009.343	7
50095.351	6
50192.626	5
50225.291	4
50305.907	3
50347.072	23
50675.158	22
50675.158	21
50815.437	20
51019.692	19
51184.276	18
51191.199	38
51297.111	37
51364.609	36
51364.609	35
51575.001	34
51584.185	33
51584.185	32
51584.185	31
51917.562	30
52015.527	29
52086.229	28
52086.229	27
52455.565	26
53077.029	25
53144.617	24
53292.194	23
53292.194	22
53325.534	21
53415.039	20
53415.039	19
53565.975	18
53581.105	17
53706.582	16
53794.663	15
53943.856	14
53949.779	13
53972.438	12
54228.790	11
54290.170	10
54899.398	9
54924.880	8
54924.880	7
55018.151	6
55018.151	5
55018.151	4
55195.733	3
55340.223	2
55340.223	1
55340.223	0
55340.223	0
55340.223	0
55675.968	0
55675.968	0
55675.968	0
55684.191	0
55688.306	0
55688.306	0
56017.129	0
56038.651	8
56062.574	7
56319.080	27
56426.282	26
56426.282	25
56898.889	45
57241.161	44
57357.127	43
57477.452	42
57552.202	41
57590.815	40
57616.212	39
57669.026	38
57713.301	37
57727.950	36
57945.720	35
58022.855	34
58022.855	33
58055.683	32
58089.171	31
58099.767	30
58254.971	29
58392.544	28
58392.544	27
58497.858	26
59015.701	25
59137.127	24
59203.438	44
59403.906	43
59403.906	42
59469.801	41
59469.801	40
59540.773	39
59683.717	38
59683.717	37
59683.717	36
59683.717	35
59794.710	34
59794.710	33
59794.710	32
60089.380	31
60089.380	30
60136.954	29
60136.954	28
60136.954	27
60276.934	26
60306.637	25
60339.100	24
60688.060	23
61035.758	22
61036.876	21
61078.974	20
61144.205	19
61292.646	18
61328.144	17
62021.399	16
62021.399	15
62081.176	14
62520.010	13
62708.936	12
62837.504	11
62930.047	12
63042.358	11
63206.452	10
63313.142	9
63321.466	8
63395.359	7
63395.359	6
63395.359	5
63502.458	4
63502.458	3
63502.458	2
63502.458	1
63618.194	0
63659.356	0
63695.219	20
63743.489	19
63816.857	39
64056.046	38
64056.046	37
64260.458	36
64260.458	35
64390.756	34
64414.895	33
64477.705	32
64591.318	31
64942.213	30
64988.036	29
65018.292	28
65183.390	27
65302.374	26
65302.374	25
65747.789	24
65779.786	23
66558.867	43
66567.232	42
66677.406	51
66728.645	50
66728.645	49
66728.645	48
66742.700	47
66757.290	46
67036.033	45
67049.109	44
67328.066	43
67702.759	42
67702.759	41
67769.750	40
67794.699	39
68059.385	38
68059.385	37
68095.167	36
68250.070	35
68250.070	34
68289.232	33
68289.232	32
68456.141	31
68456.141	30
68456.141	29
68598.059	28
68678.224	27
69128.042	26
69387.449	25
69624.771	24
69749.703	23
69955.423	22
69955.423	21
70097.989	20
70116.841	19
70189.398	27
70256.876	26
70367.325	25
70405.729	45
70831.864	44
70831.864	43
71162.640	42
71162.640	41
71162.640	40
71223.936	39
71300.173	38
71441.862	37
71441.862	36
72093.313	35
72184.202	34
72184.202	33
72222.694	32
72287.301	31
72616.897	30
72850.883	34
72930.818	33
72930.818	32
73319.676	52
73424.046	51
73752.511	50
73752.511	49
73752.511	48
73782.083	47
73782.083	46
74063.352	45
74151.383	44
74669.562	43
74780.809	42
74780.809	41
74811.490	40
74847.047	39
74964.517	38
74964.517	37
75036.876	36
75105.513	35
75184.594	34
75220.093	33
75335.457	32
75684.507	31
75684.507	30
75838.610	29
75948.745	28
76065.572	27
76065.572	26
76459.892	34
76671.013	33
76671.013	32
76671.013	31
76717.072	30
76778.465	29
76822.580	28
76849.403	48
77087.865	47
77096.460	46
77178.527	45
77636.912	44
77833.288	43
77968.874	42
78077.188	41
78157.877	40
78157.877	39
78222.021	38
78431.447	37
78820.266	36
79061.942	35
79303.184	34
79336.101	33
79400.137	32
79400.137	31
79400.137	30
79620.390	29
79728.288	28
79728.288	27
80072.264	26
80386.120	46
80397.253	45
80397.253	44
80397.253	43
80481.559	42
80587.981	47
80653.660	46
80798.725	45
80798.725	44
81307.127	43
81776.149	42
82037.111	41
82037.111	40
82111.056	39
82209.970	38
82264.371	37
82314.784	36
82422.971	35
82424.593	34
82768.073	33
82768.073	32
82902.189	31
83202.718	30
83202.718	29
83294.405	28
83664.760	27
83664.760	26
83673.788	25
83790.906	24
83790.906	23
83852.220	22
83878.967	21
83923.994	41
84051.124	49
84069.579	48
84082.862	47
84097.514	46
84137.342	45
84137.342	44
84934.058	43
84946.540	42
85006.020	41
85341.773	40
85341.773	39
85377.971	38
85579.681	37
85599.873	36
85599.873	35
85599.873	34
85640.454	33
85757.275	32
86055.327	31
86318.400	30
86318.400	29
86318.400	28
86318.400	27
86318.400	26
86318.400	25
86318.400	24
86343.293	23
86345.337	22
86466.286	21
86466.286	20
86466.286	19
86707.029	18
86717.144	17
86864.304	16
87164.368	15
87245.434	14
87258.272	13
87744.351	12
87807.104	11
87888.146	10
87888.146	9
88273.179	27
88380.370	26
88553.322	25
88553.322	24
88553.322	23
88625.133	22
88625.133	21
88625.133	20
88689.435	40
88757.438	39
88757.438	38
88757.438	37
