# batch	value
1	0.04692479
2	0.04724906
3	0.04645692
4	0.04681025
5	0.04780588
6	0.04745491
7	0.04826657
8	0.04867765
9	0.04668915
10	0.04783231
11	0.04801679
12	0.04733226
13	0.04847807
14	0.04657712
15	0.04701596
16	0.04862364
17	0.04657916
18	0.04816536
19	0.04787066
20	0.04659337
21	0.04775816
22	0.05008929
23	0.04714522
24	0.04829143
25	0.04760532
26	0.04900722
27	0.04833967
28	0.04699159
29	0.04879698
30	0.04708321
31	0.04812677
32	0.04844044
33	0.04717173
34	0.04766845
35	0.04746174
36	0.04817499
37	0.04753418
38	0.04616263
39	0.04799713
40	0.04574925
41	0.04786229
42	0.04797005
43	0.04839798
44	0.04798046
45	0.04606699
46	0.04781810
47	0.04862532
48	0.04844499
49	0.04624576
50	0.04770834
51	0.04995978
52	0.04552159
53	0.04994141
54	0.04904888
55	0.04871300
56	0.04698475
57	0.04563568
58	0.04904994
59	0.04910565
60	0.04847086
61	0.04912769
62	0.04699207
63	0.04641445
64	0.04784116
