# batch	value
1	0.88205616
2	0.97414451
3	0.91777397
4	0.89584371
5	0.97710407
6	0.95286964
7	0.95069308
8	0.83903465
9	0.98842475
10	0.97684602
11	0.85728947
12	0.97986078
13	0.97465111
14	0.95628429
15	0.88351635
16	0.92055715
17	0.99802987
18	0.92674246
19	1.01918600
20	1.04406223
21	0.88473925
22	0.89702615
23	0.95244051
24	0.96730245
25	0.99229555
26	0.87805136
27	1.03737171
28	0.94318863
29	0.94914809
30	0.95774681
31	0.93870137
32	0.89769495
33	0.90629203
34	0.89464568
35	0.83044803
36	0.99135360
37	0.91956403
38	0.99091669
39	1.00328988
40	0.89699475
41	0.93102924
42	1.04299550
43	0.92214776
44	0.87168394
45	0.93087992
46	0.99822470
47	0.94225243
48	0.94813854
49	0.95374617
50	0.94357025
51	0.97552537
52	0.88927498
53	0.95083838
54	0.81492486
55	0.85014005
56	0.89605057
57	1.03097498
58	0.98735347
59	0.97974585
60	0.93706597
61	1.03486397
62	0.88707723
63	0.96287682
64	0.91030635
