# s=25 S=35
# time_s	level
0.000	30
159.784	29
339.190	28
430.374	27
430.374	26
534.085	25
1409.376	24
1480.350	23
1480.350	22
1530.787	21
1623.557	20
1639.437	19
1869.877	18
2015.127	17
2015.127	16
2235.502	15
2235.502	14
2497.805	13
2497.805	12
2632.370	11
2909.930	10
2909.930	9
2966.449	8
2966.449	7
3167.472	6
3406.297	5
3522.616	4
3680.054	3
3680.054	2
3767.647	1
3862.811	0
4440.758	0
4474.203	0
4697.463	11
5072.512	31
5692.166	30
5843.616	29
5843.616	28
5905.892	27
5905.892	26
6280.166	25
6628.067	24
6628.067	23
6628.067	22
6628.067	21
6937.386	20
7715.855	19
7920.902	18
8025.861	17
8025.861	16
8042.709	15
8070.240	14
8363.673	13
8565.320	12
8565.320	11
8819.206	10
8979.666	25
9534.184	24
9726.022	23
9746.922	22
10306.153	21
10415.512	20
10415.512	19
10516.643	18
10673.747	17
10803.745	16
11454.466	15
11600.500	14
11600.500	13
11924.641	12
12003.941	30
12125.903	29
12337.626	28
12853.185	27
13193.364	26
13313.547	25
13368.803	24
14122.281	23
14138.658	22
14780.759	21
14934.605	20
14934.605	19
14979.170	18
15056.227	17
15056.227	16
15183.105	29
15254.530	28
15616.919	27
15912.689	26
16144.221	25
16274.267	24
16422.832	23
16588.418	22
16685.663	21
17191.281	20
17294.534	19
17890.776	18
18065.896	17
18353.757	16
18560.907	15
18929.218	14
19013.445	13
19296.765	12
19372.703	11
19484.543	10
19515.214	9
19515.214	8
19758.466	7
19924.002	6
19924.002	5
20194.453	22
20823.065	21
20823.065	20
21218.637	19
21384.579	18
21517.224	17
21537.924	16
21537.924	15
21537.924	14
21537.924	13
22030.190	12
22030.190	11
22030.190	10
22088.989	9
22404.720	11
22463.146	10
22778.237	30
22903.679	29
23822.366	28
24028.504	27
24028.504	26
24163.881	25
24325.498	24
24325.498	23
24325.498	22
24609.230	21
24674.673	20
24776.108	19
25257.969	18
25430.800	17
25430.800	16
25430.800	15
25430.800	14
26185.455	13
26552.842	12
26584.371	11
26584.371	10
26618.839	26
26960.352	25
26977.624	24
27235.836	23
27235.836	22
27248.327	21
27588.083	20
28143.856	19
28360.178	18
28514.517	17
28667.350	16
28827.260	15
28832.926	14
29264.372	13
29346.696	12
29346.696	11
29659.340	10
30187.252	9
30284.410	8
30339.220	7
30345.654	26
30413.001	25
30479.727	24
30719.667	23
30728.800	22
30995.162	21
31073.572	20
31321.317	19
31497.828	18
31548.733	17
31585.865	16
31707.848	15
31707.848	14
31748.324	13
31874.016	12
32140.504	11
32152.605	10
32573.631	9
32909.596	8
32909.596	7
32909.596	6
33075.644	11
33804.665	31
33874.363	30
33874.363	29
33899.697	28
34015.216	27
34099.394	26
34190.361	25
34273.068	24
34273.068	23
34689.616	22
35247.902	21
35519.346	20
35568.222	19
35632.976	18
35806.744	17
35900.051	16
36217.161	15
36217.161	14
36217.161	13
36337.719	12
36663.662	11
36710.203	10
36710.203	9
36710.203	8
36969.528	7
37083.532	6
37083.532	5
37265.767	24
37383.229	23
37409.167	22
37671.177	21
37706.752	20
37729.879	19
37895.314	18
38011.218	17
38047.632	16
38304.898	15
38790.901	14
39339.710	13
39374.786	12
39982.266	11
39982.266	10
40100.634	9
40100.634	8
40233.581	7
40410.133	10
40414.405	9
40629.380	8
40699.117	28
40699.782	27
40699.782	26
40996.789	25
41234.052	24
41691.211	23
41691.211	22
41820.422	21
42471.361	20
42622.302	19
42728.037	18
42754.624	17
43144.228	16
43144.228	15
43179.757	14
43224.428	13
44434.519	12
44434.519	11
44460.817	10
44584.376	9
44732.211	8
44732.211	7
45032.652	6
45032.652	5
45136.093	4
45265.283	3
45265.283	2
45426.966	1
45473.209	0
45567.243	0
45567.243	0
45567.243	0
45567.243	0
45821.195	0
45821.195	0
46428.983	0
46481.637	0
46838.596	0
47361.649	0
47749.161	0
47905.686	0
48008.163	0
48008.163	0
48201.038	15
48598.080	14
48735.306	13
48820.913	12
49561.116	11
49879.506	31
50192.626	30
50207.254	29
51256.966	28
51373.782	27
52015.527	26
52015.527	25
52501.801	24
53111.645	23
53292.194	22
53329.425	21
53329.425	20
53336.148	19
53415.039	18
53424.303	17
53794.663	16
53943.856	15
55018.151	14
55340.223	13
55340.223	12
55650.905	32
55675.968	31
56062.574	30
56062.574	29
56368.856	28
56368.856	27
57477.452	26
57552.202	25
57584.324	24
57614.953	23
57695.248	22
58022.855	21
58089.171	20
58254.971	19
58592.653	18
58780.897	17
58876.265	28
59184.446	27
59208.362	26
59249.135	25
59403.906	24
59403.906	23
59477.939	22
59540.773	21
59683.717	20
59683.717	19
59719.066	18
59839.243	17
60136.954	16
60339.100	15
60621.271	14
60863.012	13
60892.201	12
60963.505	11
60963.505	10
61035.758	9
61124.892	8
61270.222	7
61328.144	6
61436.825	5
61436.825	4
61436.825	3
61719.337	2
61719.337	1
61749.609	0
62021.399	0
62021.399	0
62124.842	0
62646.767	7
62708.936	6
62920.541	26
63042.358	25
63143.856	24
63313.142	23
63395.359	22
63618.194	21
63861.212	20
63975.562	19
64260.458	18
64390.756	17
64839.426	16
64863.376	15
64863.376	14
64988.036	13
64988.036	12
65018.292	11
65018.292	10
65747.789	9
65882.059	8
65929.026	26
66728.645	25
67036.033	24
67425.111	23
67611.263	22
67611.263	21
67702.759	20
67702.759	19
67769.750	18
67779.797	17
67816.447	16
68250.070	15
68456.141	14
68489.160	13
68866.012	12
69220.314	11
69485.393	31
69537.038	30
70097.989	29
70097.989	28
70241.365	27
70367.325	26
70592.688	25
70915.183	24
70962.083	23
70962.083	22
70962.083	21
71162.640	20
71801.593	19
72184.202	18
72427.615	17
72930.818	16
73104.092	15
73126.931	14
73424.046	13
73570.756	12
73839.377	28
74052.172	27
74052.172	26
74325.039	25
74388.758	24
74780.809	23
74860.944	22
74964.517	21
74964.517	20
74964.517	19
75063.903	18
75412.296	17
75718.823	16
77087.865	15
77136.619	14
77636.912	13
77723.696	31
78100.007	30
78157.877	29
78292.052	28
78486.911	27
78579.109	26
79129.423	25
79251.183	24
79303.184	23
80878.071	22
80940.647	21
80940.647	20
81091.909	30
81420.423	29
82037.111	28
82037.111	27
82466.192	26
82688.254	25
82768.073	24
82838.286	23
82838.286	22
82857.858	21
83055.666	20
83120.548	19
83120.548	18
83515.631	17
83582.590	28
83587.182	27
83790.906	26
84137.342	25
84143.374	24
84566.437	23
84934.058	22
84934.058	21
85006.020	20
85029.249	19
85029.249	18
85114.915	17
85341.773	16
85377.971	15
85377.971	14
85579.681	13
85640.454	12
85757.275	11
85774.039	10
86055.327	9
86107.798	8
86107.798	7
86314.239	6
86377.062	5
86533.943	4
86625.267	3
86707.029	2
87009.495	1
87164.368	0
87189.785	0
87258.272	0
87563.888	0
87707.432	20
87758.361	19
87796.098	29
87888.146	28
88241.404	27
88352.215	26
88553.322	25
88553.322	24
88625.133	23
89267.282	22
89267.282	21
89335.245	20
89483.039	19
89483.039	18
89483.039	17
89605.938	16
90164.355	15
90475.815	14
90663.375	13
90900.035	12
90918.650	11
91138.411	30
91639.310	29
91977.451	28
91977.451	27
92005.646	26
92016.585	25
92095.571	24
92146.219	23
92177.035	22
92334.352	21
92334.352	20
92643.771	19
92696.566	18
92734.307	17
93489.106	16
93608.814	15
93671.168	14
93825.414	13
94042.910	12
94171.144	11
94356.724	10
94356.724	9
94376.657	8
94514.137	7
94666.478	6
95048.717	25
95097.818	24
95276.442	23
95276.442	22
95337.630	21
95372.021	20
95702.026	19
95702.026	18
95877.486	17
95969.668	16
96198.854	15
96198.854	14
96431.405	13
96529.880	12
96589.624	11
97138.367	10
97277.487	9
97734.253	8
98101.874	13
98641.732	12
98741.530	11
98840.739	31
99578.497	30
99813.534	29
100609.301	28
100790.963	27
100790.963	26
101128.566	25
101235.870	24
102189.637	23
102296.781	22
103023.476	21
103182.246	20
103303.252	19
103701.626	18
103777.175	17
103871.784	16
104042.884	15
104731.565	14
104999.673	13
105153.167	12
105153.167	11
105396.991	10
105438.114	9
105808.506	8
105879.770	7
106035.258	27
106387.385	26
106468.111	25
106632.424	24
106705.913	23
106802.615	22
106925.578	21
107212.996	20
107272.123	19
107280.169	18
107359.465	17
107359.465	16
107415.770	15
107603.289	14
107897.972	13
107897.972	12
107939.858	11
107948.853	10
108028.102	9
108574.750	8
108667.669	7
108741.201	12
109112.630	11
109264.976	31
109396.057	30
109409.219	29
110266.346	28
110266.346	27
110896.795	26
110896.795	25
111306.615	24
111531.096	23
111569.686	22
111976.105	21
112085.012	20
112379.501	19
112501.565	18
112552.249	17
112660.966	16
112903.736	29
114185.661	28
114269.397	27
114280.065	26
114485.115	25
114684.451	24
115191.533	23
115495.519	22
115495.519	21
116458.178	33
116625.409	32
116857.179	31
116858.397	30
117258.616	29
117738.802	28
117738.802	27
117738.802	26
117761.462	25
117813.108	24
117933.840	23
117933.840	22
117974.426	21
118147.809	20
118147.809	19
118287.569	18
118673.757	17
118673.757	16
118755.324	15
119329.826	14
119414.766	13
119532.189	12
119548.597	11
119733.286	10
120076.093	9
120202.979	8
120202.979	7
120483.240	27
120502.783	26
120716.673	25
121572.976	24
121598.879	23
121916.531	22
121986.625	21
122676.703	20
123125.724	19
123180.232	18
123190.287	17
123629.785	16
123809.455	15
123997.552	14
124071.442	28
124940.166	27
125357.762	26
125357.762	25
125571.059	24
125814.689	23
125814.689	22
126240.195	21
126613.155	20
126755.754	19
126925.479	18
127003.618	17
127028.918	16
127355.744	29
127443.829	28
127539.491	27
127539.491	26
127611.778	25
127824.518	24
128027.801	23
128060.151	22
128060.151	21
128094.837	20
128268.720	19
128467.276	18
128970.722	17
129100.635	16
129324.825	15
129324.825	14
129465.953	13
130444.621	15
130647.197	14
130964.444	13
131146.177	33
131219.122	32
131336.534	31
131426.550	30
131426.550	29
131475.849	28
131626.155	27
131710.876	26
131710.876	25
131710.876	24
131967.850	23
132078.664	22
132113.821	21
132220.064	20
132374.710	19
132545.062	18
133117.544	17
133282.332	16
133587.203	15
133839.510	14
133923.755	13
133996.742	12
134046.308	11
134202.435	10
134202.435	9
134273.202	8
134691.939	7
134797.578	25
134899.672	24
135934.205	23
136159.852	22
136765.392	21
136987.809	20
137530.678	19
137582.861	18
137960.303	17
138090.775	16
138130.033	15
138527.012	29
138652.173	28
138736.565	27
138736.565	26
138893.128	25
139045.178	24
139106.631	23
139256.621	22
139343.847	21
139343.847	20
139668.069	19
140018.902	18
140145.763	17
140291.289	16
140466.475	15
140590.337	14
140738.076	13
140873.805	12
140952.145	11
141378.083	10
141446.641	9
141516.394	28
141675.005	27
142007.977	26
142007.977	25
142325.457	24
142497.173	23
142541.928	22
142977.486	21
143023.467	20
143388.603	19
143388.603	18
143398.716	17
143398.716	16
143482.329	15
143482.329	14
143482.329	13
143615.513	12
143802.684	11
143833.130	10
143946.565	9
144112.502	8
144218.714	7
144218.714	6
144681.076	5
144871.047	11
144935.582	10
145442.808	9
145470.259	29
145529.302	28
146283.431	27
146407.664	26
146671.240	25
146934.545	24
146991.256	23
147030.560	22
147030.560	21
147030.560	20
147114.507	19
147462.563	18
147719.644	17
147874.720	16
148723.935	33
148948.328	32
149206.350	31
149296.857	30
149521.573	29
150024.698	28
150168.852	27
