# s1	s2	s3	s4	s5	R_s	f_init	P_OOS	cost_eur	E_T_s	maxLag_s	fracLagOverR	feasible
65	45	55	40	20	1800	1.00	0.0430	746.74	480.44	3510.9	0.4559	0
65	45	55	40	20	3600	0.85	0.1180	1677.09	480.47	4491.3	0.1064	0
65	45	55	40	20	3600	1.00	0.1251	1782.31	481.06	4632.0	0.1333	0
65	45	55	40	30	1800	0.85	0.0442	787.00	482.11	3574.8	0.3947	0
65	45	55	40	30	1800	1.00	0.0469	821.38	480.31	3568.0	0.4366	0
65	45	55	40	30	3600	0.85	0.1188	1698.27	480.58	5140.8	0.1042	0
65	45	55	40	30	3600	1.00	0.1199	1692.06	479.76	4718.6	0.1250	0
65	45	55	50	20	1800	0.85	0.0456	802.48	482.31	3801.7	0.3889	0
65	45	55	50	20	1800	1.00	0.0432	771.49	481.85	3955.6	0.4028	0
65	45	55	50	20	3600	0.85	0.1211	1738.52	481.03	4809.4	0.1277	0
65	45	55	50	20	3600	1.00	0.1239	1768.48	478.99	4706.6	0.1522	0
65	45	55	50	30	1800	0.85	0.0449	807.36	480.77	3661.4	0.4026	0
65	45	55	50	30	1800	1.00	0.0451	778.08	480.98	4063.0	0.4189	0
65	45	55	50	30	3600	0.85	0.1148	1625.64	479.58	4876.8	0.1400	0
65	45	55	50	30	3600	1.00	0.1154	1640.91	479.84	4659.7	0.1224	0
65	55	45	30	20	1800	0.85	0.0425	765.03	482.71	4847.6	0.3571	0
65	55	45	30	20	1800	1.00	0.0425	737.62	482.21	3365.2	0.3636	0
65	55	45	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
65	55	45	30	20	3600	1.00	0.1350	1936.17	479.93	4830.8	0.1628	0
65	55	45	30	30	1800	0.85	0.0427	765.98	482.58	3673.0	0.3288	0
65	55	45	30	30	1800	1.00	0.0445	772.75	480.37	4363.9	0.3857	0
65	55	45	30	30	3600	0.85	0.1253	1780.90	480.63	4770.9	0.1042	0
65	55	45	30	30	3600	1.00	0.1267	1812.88	479.97	4645.7	0.1364	0
65	55	45	40	20	1800	0.85	0.0448	773.16	481.80	4484.1	0.3380	0
65	55	45	40	20	1800	1.00	0.0410	731.33	482.38	3626.0	0.3235	0
65	55	45	40	20	3600	0.85	0.1135	1657.43	480.00	4918.4	0.1400	0
65	55	45	40	20	3600	1.00	0.1234	1779.81	480.51	4689.9	0.1522	0
65	55	45	40	30	1800	0.85	0.0401	742.35	481.19	3979.7	0.3649	0
65	55	45	40	30	1800	1.00	0.0411	737.51	482.39	3989.8	0.4225	0
65	55	45	40	30	3600	0.85	0.1126	1619.54	480.91	4791.0	0.1400	0
65	55	45	40	30	3600	1.00	0.1148	1647.07	479.28	4734.8	0.1739	0
65	55	45	50	20	1800	0.85	0.0363	687.98	481.44	3919.5	0.3649	0
65	55	45	50	20	1800	1.00	0.0403	742.08	482.16	3642.3	0.3889	0
65	55	45	50	20	3600	0.85	0.1154	1671.45	480.65	4853.9	0.1064	0
65	55	45	50	20	3600	1.00	0.1211	1749.45	479.66	4447.7	0.1333	0
65	55	45	50	30	1800	0.85	0.0435	793.43	481.80	4289.2	0.3590	0
65	55	45	50	30	1800	1.00	0.0409	742.97	481.55	3937.4	0.3816	0
65	55	45	50	30	3600	0.85	0.1120	1626.89	480.32	4739.2	0.1000	0
65	55	45	50	30	3600	1.00	0.1142	1638.80	479.60	4395.1	0.1224	0
65	55	55	30	20	1800	0.85	0.0401	742.12	481.71	3800.4	0.4143	0
65	55	55	30	20	1800	1.00	0.0438	777.85	481.79	4169.2	0.2895	0
65	55	55	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
65	55	55	30	20	3600	1.00	0.1265	1834.16	479.71	5038.8	0.1364	0
65	55	55	30	30	1800	0.85	0.0397	728.59	481.21	3556.7	0.3086	0
65	55	55	30	30	1800	1.00	0.0435	768.80	481.00	3946.6	0.3421	0
65	55	55	30	30	3600	0.85	0.1224	1758.44	479.96	4702.2	0.1042	0
65	55	55	30	30	3600	1.00	0.1215	1745.74	479.85	4559.7	0.1020	0
65	55	55	40	20	1800	0.85	0.0422	761.99	481.05	4208.9	0.3117	0
65	55	55	40	20	1800	1.00	0.0417	742.31	482.75	3800.7	0.3377	0
65	55	55	40	20	3600	0.85	0.1170	1697.80	481.28	4620.7	0.1224	0
65	55	55	40	20	3600	1.00	0.1205	1750.09	480.22	4736.7	0.1333	0
65	55	55	40	30	1800	0.85	0.0364	688.51	481.58	3588.0	0.2907	0
65	55	55	40	30	1800	1.00	0.0379	707.27	482.12	3515.4	0.3125	0
65	55	55	40	30	3600	0.85	0.1122	1611.14	480.37	4716.2	0.1304	0
65	55	55	40	30	3600	1.00	0.1162	1656.39	479.36	4562.5	0.1200	0
65	55	55	50	20	1800	0.85	0.0399	757.20	481.64	3925.7	0.2927	0
65	55	55	50	20	1800	1.00	0.0345	683.86	481.74	3564.1	0.2927	0
65	55	55	50	20	3600	0.85	0.1125	1629.47	479.49	4788.8	0.1042	0
65	55	55	50	20	3600	1.00	0.1160	1675.80	479.73	4483.1	0.1333	0
65	55	55	50	30	1800	0.85	0.0377	718.20	481.11	3679.3	0.3095	0
65	55	55	50	30	1800	1.00	0.0370	708.50	481.43	4046.5	0.3012	0
65	55	55	50	30	3600	0.85	0.1101	1589.54	480.35	4739.2	0.1000	0
65	55	55	50	30	3600	1.00	0.1094	1591.28	479.54	4481.1	0.0980	0
65	65	45	30	20	1800	0.85	0.0456	793.02	482.16	4182.7	0.3611	0
65	65	45	30	20	1800	1.00	0.0440	773.17	481.03	4472.5	0.3562	0
65	65	45	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
65	65	45	30	20	3600	1.00	0.1298	1876.26	479.28	4651.8	0.1628	0
65	65	45	30	30	1800	0.85	0.0413	757.67	481.81	4236.4	0.4189	0
65	65	45	30	30	1800	1.00	0.0429	775.36	481.33	4390.2	0.3553	0
65	65	45	30	30	3600	0.85	0.1253	1780.90	480.63	4770.9	0.1042	0
65	65	45	30	30	3600	1.00	0.1257	1803.97	480.55	4636.1	0.1591	0
65	65	45	40	20	1800	0.85	0.0389	723.96	481.59	3673.1	0.3117	0
65	65	45	40	20	1800	1.00	0.0426	752.15	481.71	3742.1	0.3467	0
65	65	45	40	20	3600	0.85	0.1135	1657.43	480.00	4918.4	0.1400	0
65	65	45	40	20	3600	1.00	0.1156	1684.43	479.47	4650.4	0.1489	0
65	65	45	40	30	1800	0.85	0.0432	778.13	481.85	3794.9	0.3684	0
65	65	45	40	30	1800	1.00	0.0408	750.12	482.05	3931.5	0.3377	0
65	65	45	40	30	3600	0.85	0.1126	1619.54	480.91	4791.0	0.1400	0
65	65	45	40	30	3600	1.00	0.1119	1615.38	479.81	4650.3	0.1458	0
65	65	45	50	20	1800	0.85	0.0411	764.65	481.15	4227.2	0.3377	0
65	65	45	50	20	1800	1.00	0.0397	739.20	481.86	4037.9	0.3086	0
65	65	45	50	20	3600	0.85	0.1154	1671.45	480.65	4853.9	0.1064	0
65	65	45	50	20	3600	1.00	0.1179	1717.60	479.58	4558.4	0.1224	0
65	65	45	50	30	1800	0.85	0.0387	740.22	481.54	3923.1	0.3373	0
65	65	45	50	30	1800	1.00	0.0368	717.94	481.99	3469.4	0.3210	0
65	65	45	50	30	3600	0.85	0.1120	1626.89	480.32	4739.2	0.1000	0
65	65	45	50	30	3600	1.00	0.1145	1648.18	480.24	4737.9	0.1400	0
65	65	55	30	20	1800	0.85	0.0420	767.45	481.38	4151.0	0.3165	0
65	65	55	30	20	1800	1.00	0.0424	761.58	481.16	4169.2	0.3784	0
65	65	55	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
65	65	55	30	20	3600	1.00	0.1306	1887.75	479.69	4730.3	0.1395	0
65	65	55	30	30	1800	0.85	0.0403	750.99	480.35	4313.9	0.2927	0
65	65	55	30	30	1800	1.00	0.0420	768.89	481.27	4180.6	0.3205	0
65	65	55	30	30	3600	0.85	0.1224	1758.44	479.96	4702.2	0.1042	0
65	65	55	30	30	3600	1.00	0.1250	1788.20	480.51	4649.4	0.1250	0
65	65	55	40	20	1800	0.85	0.0379	707.41	481.99	3660.3	0.2857	0
65	65	55	40	20	1800	1.00	0.0390	717.42	481.37	3800.7	0.2963	0
65	65	55	40	20	3600	0.85	0.1170	1697.80	481.28	4620.7	0.1224	0
65	65	55	40	20	3600	1.00	0.1204	1748.57	480.30	4519.1	0.1333	0
65	65	55	40	30	1800	0.85	0.0395	746.89	481.51	3719.9	0.3294	0
65	65	55	40	30	1800	1.00	0.0339	675.70	481.21	3535.2	0.2857	0
65	65	55	40	30	3600	0.85	0.1122	1611.14	480.37	4716.2	0.1304	0
65	65	55	40	30	3600	1.00	0.1143	1651.10	480.23	4705.6	0.1224	0
65	65	55	50	20	1800	0.85	0.0385	743.79	481.88	3989.6	0.2857	0
65	65	55	50	20	1800	1.00	0.0415	772.36	482.16	3631.0	0.3457	0
65	65	55	50	20	3600	0.85	0.1125	1629.47	479.49	4788.8	0.1042	0
65	65	55	50	20	3600	1.00	0.1210	1754.09	480.31	4726.3	0.1458	0
65	65	55	50	30	1800	0.85	0.0354	710.00	480.83	3335.1	0.2697	0
65	65	55	50	30	1800	1.00	0.0339	686.44	480.75	3945.0	0.3140	0
65	65	55	50	30	3600	0.85	0.1101	1589.54	480.35	4739.2	0.1000	0
65	65	55	50	30	3600	1.00	0.1126	1625.26	480.34	4915.5	0.0962	0
75	45	45	30	20	1800	0.85	0.0527	879.38	482.48	3721.3	0.4000	0
75	45	45	30	20	1800	1.00	0.0445	777.14	481.16	4282.1	0.4143	0
75	45	45	30	20	3600	0.85	0.1338	1892.89	479.47	4651.3	0.1429	0
75	45	45	30	20	3600	1.00	0.1335	1891.88	478.80	4579.2	0.1395	0
75	45	45	30	30	1800	0.85	0.0478	802.80	481.91	4107.0	0.4627	0
75	45	45	30	30	1800	1.00	0.0481	798.31	481.41	3874.2	0.4848	0
75	45	45	30	30	3600	0.85	0.1271	1810.60	479.95	4689.7	0.1224	0
75	45	45	30	30	3600	1.00	0.1312	1856.59	479.73	4813.9	0.1304	0
75	45	45	40	20	1800	0.85	0.0466	809.13	481.62	3761.9	0.3662	0
75	45	45	40	20	1800	1.00	0.0494	836.45	482.19	4086.3	0.4394	0
75	45	45	40	20	3600	0.85	0.1198	1708.72	480.72	4798.2	0.1277	0
75	45	45	40	20	3600	1.00	0.1222	1753.87	480.79	4553.7	0.1136	0
75	45	45	40	30	1800	0.85	0.0459	784.86	481.73	3984.2	0.4167	0
75	45	45	40	30	1800	1.00	0.0477	820.92	481.22	4237.0	0.4366	0
75	45	45	40	30	3600	0.85	0.1184	1675.11	480.23	4698.2	0.1429	0
75	45	45	40	30	3600	1.00	0.1224	1715.58	479.79	4571.9	0.1304	0
75	45	45	50	20	1800	0.85	0.0458	812.77	480.95	3999.5	0.3889	0
75	45	45	50	20	1800	1.00	0.0450	769.66	480.94	3651.2	0.4348	0
75	45	45	50	20	3600	0.85	0.1213	1741.26	480.78	4708.4	0.1277	0
75	45	45	50	20	3600	1.00	0.1262	1785.82	479.75	4601.6	0.1556	0
75	45	45	50	30	1800	0.85	0.0467	820.49	481.37	3923.4	0.4133	0
75	45	45	50	30	1800	1.00	0.0450	788.27	481.20	3795.8	0.3684	0
75	45	45	50	30	3600	0.85	0.1162	1643.39	480.82	4821.5	0.1200	0
75	45	45	50	30	3600	1.00	0.1189	1681.27	479.98	4700.4	0.1429	0
75	45	55	30	20	1800	0.85	0.0510	843.49	482.30	4212.9	0.4118	0
75	45	55	30	20	1800	1.00	0.0468	799.95	482.61	3934.8	0.4638	0
75	45	55	30	20	3600	0.85	0.1353	1923.21	480.40	4626.8	0.1429	0
75	45	55	30	20	3600	1.00	0.1334	1913.40	479.90	4820.6	0.1591	0
75	45	55	30	30	1800	0.85	0.0467	821.96	481.37	3801.2	0.3421	0
75	45	55	30	30	1800	1.00	0.0477	823.63	481.33	3991.5	0.3919	0
75	45	55	30	30	3600	0.85	0.1263	1786.06	480.12	4629.7	0.1429	0
75	45	55	30	30	3600	1.00	0.1318	1853.54	479.86	4670.8	0.1739	0
75	45	55	40	20	1800	0.85	0.0437	790.49	481.23	3812.5	0.3562	0
75	45	55	40	20	1800	1.00	0.0448	776.39	481.77	3960.9	0.3699	0
75	45	55	40	20	3600	0.85	0.1180	1677.09	480.47	4491.3	0.1064	0
75	45	55	40	20	3600	1.00	0.1212	1724.94	480.30	4945.4	0.1087	0
75	45	55	40	30	1800	0.85	0.0452	798.81	481.16	3738.8	0.4054	0
75	45	55	40	30	1800	1.00	0.0432	771.78	480.99	4028.6	0.4789	0
75	45	55	40	30	3600	0.85	0.1188	1698.27	480.58	5140.8	0.1042	0
75	45	55	40	30	3600	1.00	0.1171	1666.72	479.66	4503.1	0.1250	0
75	45	55	50	20	1800	0.85	0.0437	789.01	482.00	4065.3	0.3919	0
75	45	55	50	20	1800	1.00	0.0455	804.95	481.18	3848.6	0.3421	0
75	45	55	50	20	3600	0.85	0.1211	1738.52	481.03	4809.4	0.1277	0
75	45	55	50	20	3600	1.00	0.1214	1742.99	479.89	4643.7	0.1333	0
75	45	55	50	30	1800	0.85	0.0441	793.68	481.50	4132.1	0.3457	0
75	45	55	50	30	1800	1.00	0.0452	790.27	481.55	3972.0	0.3896	0
75	45	55	50	30	3600	0.85	0.1148	1625.64	479.58	4876.8	0.1400	0
75	45	55	50	30	3600	1.00	0.1163	1652.30	479.68	5158.5	0.1429	0
75	55	45	30	20	1800	0.85	0.0422	738.89	481.54	3591.7	0.3151	0
75	55	45	30	20	1800	1.00	0.0430	761.04	482.18	3959.6	0.3194	0
75	55	45	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
75	55	45	30	20	3600	1.00	0.1308	1887.09	479.52	4629.1	0.1489	0
75	55	45	30	30	1800	0.85	0.0424	771.34	481.90	4534.3	0.3553	0
75	55	45	30	30	1800	1.00	0.0434	758.72	480.98	4119.6	0.3514	0
75	55	45	30	30	3600	0.85	0.1253	1780.90	480.63	4770.9	0.1042	0
75	55	45	30	30	3600	1.00	0.1245	1796.24	479.93	4664.9	0.1087	0
75	55	45	40	20	1800	0.85	0.0397	724.89	482.05	3942.1	0.4054	0
75	55	45	40	20	1800	1.00	0.0420	760.93	481.24	3909.5	0.3194	0
75	55	45	40	20	3600	0.85	0.1135	1657.43	480.00	4918.4	0.1400	0
75	55	45	40	20	3600	1.00	0.1227	1768.68	479.78	4768.6	0.1136	0
75	55	45	40	30	1800	0.85	0.0420	746.69	482.18	3518.1	0.3875	0
75	55	45	40	30	1800	1.00	0.0354	673.08	481.55	3683.5	0.3421	0
75	55	45	40	30	3600	0.85	0.1126	1619.54	480.91	4791.0	0.1400	0
75	55	45	40	30	3600	1.00	0.1145	1627.10	480.63	5256.1	0.1400	0
75	55	45	50	20	1800	0.85	0.0404	738.71	481.29	3812.7	0.2875	0
75	55	45	50	20	1800	1.00	0.0436	802.19	481.92	3745.9	0.3117	0
75	55	45	50	20	3600	0.85	0.1154	1671.45	480.65	4853.9	0.1064	0
75	55	45	50	20	3600	1.00	0.1202	1747.25	479.97	4467.4	0.1333	0
75	55	45	50	30	1800	0.85	0.0380	715.38	481.73	3513.0	0.3012	0
75	55	45	50	30	1800	1.00	0.0399	742.88	481.33	4062.8	0.3086	0
75	55	45	50	30	3600	0.85	0.1120	1626.89	480.32	4739.2	0.1000	0
75	55	45	50	30	3600	1.00	0.1120	1611.15	480.99	4672.3	0.1400	0
75	55	55	30	20	1800	0.85	0.0429	772.19	481.61	3985.6	0.2911	0
75	55	55	30	20	1800	1.00	0.0428	773.55	482.38	4169.2	0.3038	0
75	55	55	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
75	55	55	30	20	3600	1.00	0.1248	1806.40	479.78	4740.9	0.1489	0
75	55	55	30	30	1800	0.85	0.0417	754.68	482.10	4287.1	0.3250	0
75	55	55	30	30	1800	1.00	0.0409	733.37	480.98	3409.8	0.3000	0
75	55	55	30	30	3600	0.85	0.1224	1758.44	479.96	4702.2	0.1042	0
75	55	55	30	30	3600	1.00	0.1257	1800.04	479.84	4652.8	0.1250	0
75	55	55	40	20	1800	0.85	0.0404	751.92	482.17	3829.1	0.3289	0
75	55	55	40	20	1800	1.00	0.0360	698.44	481.78	3800.7	0.3205	0
75	55	55	40	20	3600	0.85	0.1170	1697.80	481.28	4620.7	0.1224	0
75	55	55	40	20	3600	1.00	0.1173	1702.19	479.44	4602.5	0.1277	0
75	55	55	40	30	1800	0.85	0.0376	725.53	481.68	4048.3	0.3494	0
75	55	55	40	30	1800	1.00	0.0348	670.83	481.54	3775.2	0.3250	0
75	55	55	40	30	3600	0.85	0.1122	1611.14	480.37	4716.2	0.1304	0
75	55	55	40	30	3600	1.00	0.1162	1671.39	479.93	4492.9	0.1087	0
75	55	55	50	20	1800	0.85	0.0368	696.46	481.74	3960.5	0.2529	0
75	55	55	50	20	1800	1.00	0.0372	737.26	481.42	4190.1	0.2644	0
75	55	55	50	20	3600	0.85	0.1125	1629.47	479.49	4788.8	0.1042	0
75	55	55	50	20	3600	1.00	0.1189	1719.19	481.13	4687.9	0.1333	0
75	55	55	50	30	1800	0.85	0.0387	719.32	481.78	3892.8	0.2989	0
75	55	55	50	30	1800	1.00	0.0337	670.43	480.79	4362.6	0.2841	0
75	55	55	50	30	3600	0.85	0.1101	1589.54	480.35	4739.2	0.1000	0
75	55	55	50	30	3600	1.00	0.1130	1631.27	479.58	5002.7	0.1000	0
75	65	45	30	20	1800	0.85	0.0433	781.34	480.73	4826.8	0.3067	0
75	65	45	30	20	1800	1.00	0.0451	777.65	481.89	4298.5	0.3506	0
75	65	45	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
75	65	45	30	20	3600	1.00	0.1280	1844.94	479.18	4693.8	0.1042	0
75	65	45	30	30	1800	0.85	0.0438	796.75	481.23	4519.2	0.3247	0
75	65	45	30	30	1800	1.00	0.0445	779.68	480.59	4738.9	0.3289	0
75	65	45	30	30	3600	0.85	0.1253	1780.90	480.63	4770.9	0.1042	0
75	65	45	30	30	3600	1.00	0.1260	1816.92	480.10	4593.3	0.1042	0
75	65	45	40	20	1800	0.85	0.0398	731.47	482.33	3475.0	0.3289	0
75	65	45	40	20	1800	1.00	0.0415	755.81	482.56	4033.6	0.3165	0
75	65	45	40	20	3600	0.85	0.1135	1657.43	480.00	4918.4	0.1400	0
75	65	45	40	20	3600	1.00	0.1119	1636.69	480.46	4383.7	0.1489	0
75	65	45	40	30	1800	0.85	0.0374	735.85	482.33	3735.7	0.3462	0
75	65	45	40	30	1800	1.00	0.0387	739.59	482.39	3611.4	0.3250	0
75	65	45	40	30	3600	0.85	0.1126	1619.54	480.91	4791.0	0.1400	0
75	65	45	40	30	3600	1.00	0.1125	1624.63	479.83	4704.2	0.1400	0
75	65	45	50	20	1800	0.85	0.0371	711.48	482.57	3659.4	0.3012	0
75	65	45	50	20	1800	1.00	0.0399	757.20	481.95	3599.1	0.2963	0
75	65	45	50	20	3600	0.85	0.1154	1671.45	480.65	4853.9	0.1064	0
75	65	45	50	20	3600	1.00	0.1209	1755.65	479.68	4900.3	0.1250	0
75	65	45	50	30	1800	0.85	0.0381	730.23	481.68	3721.9	0.2907	0
75	65	45	50	30	1800	1.00	0.0376	730.86	480.16	4288.7	0.2674	0
75	65	45	50	30	3600	0.85	0.1120	1626.89	480.32	4739.2	0.1000	0
75	65	45	50	30	3600	1.00	0.1102	1604.90	479.61	4608.2	0.1176	0
75	65	55	30	20	1800	0.85	0.0444	805.71	480.65	3908.6	0.2805	0
75	65	55	30	20	1800	1.00	0.0417	768.26	480.74	4169.2	0.2716	0
75	65	55	30	20	3600	0.85	0.1318	1894.89	480.43	4520.5	0.1395	0
75	65	55	30	20	3600	1.00	0.1306	1888.27	479.48	4740.1	0.1395	0
75	65	55	30	30	1800	0.85	0.0394	735.28	480.67	3719.3	0.3214	0
75	65	55	30	30	1800	1.00	0.0408	765.11	481.01	4360.9	0.2976	0
75	65	55	30	30	3600	0.85	0.1224	1758.44	479.96	4702.2	0.1042	0
75	65	55	30	30	3600	1.00	0.1247	1787.46	479.88	4649.2	0.1224	0
75	65	55	40	20	1800	0.85	0.0369	708.10	481.80	3296.3	0.2738	0
75	65	55	40	20	1800	1.00	0.0393	734.59	481.09	3800.7	0.2892	0
75	65	55	40	20	3600	0.85	0.1170	1697.80	481.28	4620.7	0.1224	0
75	65	55	40	20	3600	1.00	0.1208	1764.37	480.42	4540.5	0.1333	0
75	65	55	40	30	1800	0.85	0.0395	750.94	482.07	3641.5	0.2778	0
75	65	55	40	30	1800	1.00	0.0336	675.06	481.41	3521.8	0.2500	0
75	65	55	40	30	3600	0.85	0.1122	1611.14	480.37	4716.2	0.1304	0
75	65	55	40	30	3600	1.00	0.1153	1664.86	480.25	4575.2	0.1633	0
75	65	55	50	20	1800	0.85	0.0339	688.84	480.89	3804.3	0.2759	0
75	65	55	50	20	1800	1.00	0.0360	710.14	481.40	3564.1	0.2472	0
75	65	55	50	20	3600	0.85	0.1125	1629.47	479.49	4788.8	0.1042	0
75	65	55	50	20	3600	1.00	0.1137	1670.51	480.24	4560.8	0.1042	0
75	65	55	50	30	1800	0.85	0.0365	721.33	481.51	3672.7	0.2637	0
75	65	55	50	30	1800	1.00	0.0342	679.04	481.76	3423.1	0.2747	0
75	65	55	50	30	3600	0.85	0.1101	1589.54	480.35	4739.2	0.1000	0
75	65	55	50	30	3600	1.00	0.1115	1602.67	480.09	4672.3	0.1373	0
