# completamenti	seed_123456789	seed_2010924726	seed_417893401	seed_281668658	seed_1918141768
9980	7,5391	7,0853	7,6690	7,4312	7,3688
10000	7,5374	7,0925	7,6756	7,4315	7,3684
10020	7,5373	7,0894	7,6793	7,4252	7,3643
10040	7,5439	7,0901	7,6704	7,4141	7,3549
10060	7,5402	7,0884	7,6703	7,4138	7,3516
10080	7,5358	7,0923	7,6675	7,4152	7,3431
10100	7,5353	7,0903	7,6671	7,4092	7,3405
10120	7,5299	7,0905	7,6629	7,4056	7,3320
10140	7,5278	7,0910	7,6601	7,3989	7,3339
10160	7,5303	7,0907	7,6501	7,3884	7,3340
10180	7,5259	7,0888	7,6393	7,3861	7,3342
10200	7,5254	7,0848	7,6357	7,3816	7,3399
10220	7,5183	7,0831	7,6335	7,3720	7,3418
10240	7,5109	7,0799	7,6371	7,3649	7,3420
10260	7,5200	7,0740	7,6355	7,3562	7,3457
10280	7,5272	7,0801	7,6347	7,3458	7,3427
10300	7,5241	7,1048	7,6307	7,3422	7,3424
10320	7,5198	7,1112	7,6270	7,3377	7,3415
10340	7,5230	7,1089	7,6285	7,3356	7,3386
10360	7,5253	7,1116	7,6253	7,3289	7,3399
10380	7,5212	7,1184	7,6228	7,3326	7,3287
10400	7,5238	7,1196	7,6242	7,3321	7,3330
10420	7,5233	7,1131	7,6325	7,3293	7,3274
10440	7,5214	7,1076	7,6547	7,3282	7,3199
10460	7,5197	7,1012	7,6932	7,3327	7,3226
10480	7,5223	7,1003	7,7149	7,3367	7,3263
10500	7,5201	7,0959	7,7260	7,3304	7,3294
10520	7,5191	7,0957	7,7254	7,3287	7,3284
10540	7,5252	7,1083	7,7212	7,3305	7,3262
10560	7,5294	7,1097	7,7157	7,3301	7,3286
10580	7,5299	7,1152	7,7134	7,3201	7,3243
10600	7,5306	7,1073	7,7208	7,3182	7,3298
10620	7,5309	7,1077	7,7207	7,3151	7,3394
10640	7,5162	7,1107	7,7163	7,3120	7,3395
10660	7,5075	7,1033	7,7202	7,3199	7,3395
10680	7,5093	7,1054	7,7194	7,3276	7,3413
10700	7,5055	7,1060	7,7224	7,3245	7,3442
10720	7,5063	7,1011	7,7201	7,3221	7,3412
10740	7,5053	7,1014	7,7212	7,3325	7,3387
10760	7,5021	7,1112	7,7238	7,3352	7,3433
10780	7,5020	7,1130	7,7269	7,3314	7,3371
10800	7,5030	7,1096	7,7216	7,3281	7,3434
10820	7,4905	7,1124	7,7238	7,3309	7,3463
10840	7,4856	7,1103	7,7178	7,3304	7,3434
10860	7,4799	7,1112	7,7156	7,3357	7,3419
10880	7,4756	7,1032	7,7095	7,3353	7,3409
10900	7,4695	7,0955	7,6993	7,3340	7,3439
10920	7,4654	7,0956	7,6959	7,3288	7,3415
10940	7,4624	7,0988	7,6902	7,3231	7,3472
10960	7,4716	7,1008	7,6833	7,3204	7,3502
10980	7,4689	7,1006	7,6744	7,3193	7,3516
11000	7,4685	7,0938	7,6728	7,3168	7,3464
11020	7,4702	7,0887	7,6678	7,3154	7,3406
11040	7,4749	7,0823	7,6618	7,3112	7,3394
11060	7,4722	7,0977	7,6603	7,3094	7,3376
11080	7,4623	7,1086	7,6585	7,3075	7,3366
11100	7,4689	7,1105	7,6599	7,3053	7,3342
11120	7,4890	7,1109	7,6598	7,3023	7,3245
11140	7,5061	7,1240	7,6690	7,3061	7,3276
11160	7,5375	7,1218	7,6652	7,3103	7,3293
11180	7,5613	7,1144	7,6640	7,3071	7,3239
11200	7,5952	7,1101	7,6588	7,3057	7,3236
11220	7,6178	7,1169	7,6708	7,3059	7,3300
11240	7,6247	7,1153	7,6715	7,2975	7,3229
11260	7,6249	7,1130	7,6678	7,3107	7,3181
11280	7,6248	7,1146	7,6614	7,3205	7,3237
11300	7,6249	7,1185	7,6637	7,3280	7,3196
11320	7,6196	7,1217	7,6637	7,3322	7,3166
11340	7,6280	7,1180	7,6542	7,3251	7,3217
11360	7,6264	7,1217	7,6549	7,3237	7,3230
11380	7,6223	7,1245	7,6544	7,3239	7,3198
11400	7,6187	7,1258	7,6485	7,3218	7,3223
11420	7,6149	7,1276	7,6467	7,3211	7,3258
11440	7,6154	7,1288	7,6472	7,3219	7,3212
11460	7,6216	7,1284	7,6485	7,3234	7,3211
11480	7,6268	7,1350	7,6460	7,3235	7,3169
11500	7,6280	7,1495	7,6489	7,3205	7,3124
11520	7,6304	7,1702	7,6529	7,3275	7,3132
11540	7,6304	7,1761	7,6612	7,3387	7,3059
11560	7,6299	7,1777	7,6649	7,3444	7,3006
11580	7,6293	7,1801	7,6638	7,3421	7,2979
11600	7,6277	7,1820	7,6590	7,3416	7,2955
11620	7,6342	7,1901	7,6631	7,3493	7,2999
11640	7,6277	7,1985	7,6676	7,3511	7,2982
11660	7,6312	7,2007	7,6694	7,3706	7,2933
11680	7,6332	7,2057	7,6639	7,3751	7,2937
11700	7,6327	7,2126	7,6579	7,3788	7,2940
11720	7,6315	7,2095	7,6565	7,3747	7,2913
11740	7,6313	7,2055	7,6603	7,3755	7,2875
11760	7,6260	7,2094	7,6586	7,3727	7,2806
11780	7,6215	7,2110	7,6594	7,3652	7,2733
11800	7,6233	7,2117	7,6608	7,3677	7,2662
11820	7,6238	7,2188	7,6640	7,3784	7,2641
11840	7,6199	7,2228	7,6668	7,3805	7,2604
11860	7,6220	7,2224	7,6646	7,3774	7,2577
11880	7,6264	7,2229	7,6639	7,3774	7,2582
11900	7,6235	7,2335	7,6636	7,3746	7,2579
11920	7,6206	7,2382	7,6621	7,3669	7,2570
11940	7,6235	7,2333	7,6672	7,3601	7,2558
11960	7,6289	7,2297	7,6642	7,3587	7,2689
11980	7,6302	7,2322	7,6644	7,3522	7,2783
12000	7,6274	7,2283	7,6601	7,3488	7,2780
12020	7,6311	7,2247	7,6579	7,3465	7,2755
12040	7,6274	7,2217	7,6586	7,3465	7,2782
12060	7,6232	7,2192	7,6667	7,3453	7,2820
12080	7,6205	7,2184	7,6665	7,3471	7,2814
12100	7,6157	7,2181	7,6590	7,3502	7,2788
12120	7,6130	7,2139	7,6549	7,3508	7,2810
12140	7,6100	7,2134	7,6535	7,3506	7,2823
12160	7,6035	7,2161	7,6468	7,3486	7,2774
12180	7,5993	7,2186	7,6519	7,3462	7,2774
12200	7,5958	7,2176	7,6600	7,3433	7,2745
12220	7,5879	7,2180	7,6628	7,3410	7,2687
12240	7,5913	7,2159	7,6605	7,3410	7,2621
12260	7,5965	7,2195	7,6603	7,3364	7,2566
12280	7,5983	7,2169	7,6563	7,3379	7,2512
12300	7,5985	7,2096	7,6476	7,3381	7,2483
12320	7,6012	7,2096	7,6493	7,3287	7,2472
12340	7,5987	7,2112	7,6497	7,3267	7,2439
12360	7,5883	7,2076	7,6509	7,3248	7,2448
12380	7,5949	7,2081	7,6487	7,3259	7,2381
12400	7,6036	7,2092	7,6451	7,3195	7,2399
12420	7,6066	7,2074	7,6429	7,3172	7,2404
12440	7,6087	7,2099	7,6435	7,3140	7,2427
12460	7,6097	7,2100	7,6533	7,3120	7,2418
12480	7,6062	7,2173	7,6569	7,3159	7,2425
12500	7,6031	7,2171	7,6617	7,3134	7,2496
12520	7,6051	7,2195	7,6581	7,3128	7,2531
12540	7,6064	7,2196	7,6561	7,3121	7,2616
12560	7,6032	7,2221	7,6620	7,3083	7,2595
12580	7,6126	7,2176	7,6549	7,3054	7,2619
12600	7,6212	7,2177	7,6498	7,3016	7,2586
12620	7,6352	7,2188	7,6523	7,3026	7,2606
12640	7,6365	7,2101	7,6522	7,2990	7,2609
12660	7,6401	7,2096	7,6476	7,2968	7,2594
12680	7,6354	7,2135	7,6539	7,2962	7,2568
12700	7,6330	7,2137	7,6520	7,2928	7,2562
12720	7,6310	7,2127	7,6551	7,2889	7,2578
12740	7,6252	7,2146	7,6618	7,2943	7,2547
12760	7,6251	7,2182	7,6592	7,2911	7,2542
12780	7,6249	7,2147	7,6556	7,2934	7,2557
12800	7,6287	7,2209	7,6570	7,2916	7,2575
12820	7,6258	7,2335	7,6556	7,2859	7,2586
12840	7,6174	7,2354	7,6523	7,2898	7,2613
12860	7,6128	7,2426	7,6503	7,2854	7,2601
12880	7,6123	7,2458	7,6488	7,2863	7,2540
12900	7,6085	7,2434	7,6518	7,2844	7,2567
12920	7,6047	7,2442	7,6502	7,2769	7,2643
12940	7,6053	7,2437	7,6450	7,2792	7,2642
12960	7,6053	7,2448	7,6444	7,2851	7,2606
12980	7,6016	7,2404	7,6433	7,2869	7,2623
13000	7,6039	7,2319	7,6403	7,2796	7,2629
13020	7,6064	7,2287	7,6528	7,2757	7,2678
13040	7,6143	7,2256	7,6677	7,2744	7,2678
13060	7,6167	7,2261	7,6788	7,2703	7,2714
13080	7,6175	7,2231	7,6802	7,2711	7,2771
13100	7,6097	7,2226	7,6798	7,2711	7,2779
13120	7,6065	7,2263	7,6911	7,2680	7,2751
13140	7,6094	7,2265	7,6899	7,2671	7,2759
13160	7,6098	7,2247	7,6891	7,2653	7,2752
13180	7,6105	7,2191	7,6912	7,2647	7,2744
13200	7,6107	7,2172	7,6972	7,2603	7,2728
13220	7,6133	7,2115	7,7049	7,2580	7,2742
13240	7,6073	7,2096	7,7082	7,2595	7,2744
13260	7,6033	7,2012	7,7174	7,2560	7,2845
13280	7,5974	7,1967	7,7254	7,2546	7,2926
13300	7,6014	7,1936	7,7314	7,2566	7,2894
13320	7,5993	7,1899	7,7384	7,2587	7,2899
13340	7,5959	7,1870	7,7353	7,2568	7,2865
13360	7,5946	7,1805	7,7360	7,2600	7,2832
13380	7,5896	7,1769	7,7413	7,2576	7,2806
13400	7,5831	7,1742	7,7446	7,2536	7,2751
13420	7,5831	7,1758	7,7510	7,2519	7,2711
13440	7,5759	7,1799	7,7620	7,2534	7,2771
13460	7,5784	7,1786	7,7633	7,2507	7,2793
13480	7,5744	7,1762	7,7604	7,2490	7,2747
13500	7,5661	7,1812	7,7577	7,2464	7,2757
13520	7,5632	7,1753	7,7563	7,2441	7,2774
13540	7,5608	7,1746	7,7505	7,2432	7,2759
13560	7,5552	7,1782	7,7530	7,2454	7,2757
13580	7,5584	7,1744	7,7630	7,2452	7,2760
13600	7,5619	7,1752	7,7694	7,2408	7,2779
13620	7,5575	7,1802	7,7709	7,2414	7,2725
13640	7,5535	7,1781	7,7672	7,2425	7,2744
13660	7,5534	7,1735	7,7643	7,2389	7,2731
13680	7,5482	7,1738	7,7669	7,2454	7,2675
13700	7,5496	7,1734	7,7663	7,2456	7,2644
13720	7,5480	7,1741	7,7688	7,2405	7,2640
13740	7,5525	7,1713	7,7683	7,2324	7,2605
13760	7,5502	7,1706	7,7682	7,2304	7,2608
13780	7,5488	7,1696	7,7632	7,2265	7,2639
13800	7,5499	7,1668	7,7641	7,2248	7,2669
13820	7,5518	7,1680	7,7686	7,2211	7,2623
13840	7,5503	7,1664	7,7684	7,2142	7,2604
13860	7,5447	7,1669	7,7668	7,2237	7,2579
13880	7,5406	7,1633	7,7699	7,2180	7,2579
13900	7,5357	7,1655	7,7830	7,2128	7,2595
13920	7,5334	7,1673	7,7889	7,2103	7,2587
13940	7,5278	7,1645	7,7951	7,2054	7,2592
13960	7,5205	7,1612	7,7988	7,2047	7,2619
13980	7,5230	7,1566	7,7998	7,2068	7,2594
14000	7,5191	7,1571	7,7961	7,2042	7,2549
14020	7,5218	7,1568	7,7929	7,2017	7,2519
14040	7,5202	7,1584	7,7942	7,2060	7,2467
14060	7,5175	7,1567	7,7980	7,2108	7,2422
14080	7,5156	7,1549	7,8005	7,2094	7,2378
14100	7,5143	7,1481	7,8126	7,2141	7,2338
14120	7,5133	7,1510	7,8325	7,2163	7,2262
14140	7,5118	7,1558	7,8397	7,2216	7,2169
14160	7,5075	7,1563	7,8367	7,2190	7,2178
14180	7,5087	7,1546	7,8288	7,2191	7,2206
14200	7,5089	7,1542	7,8245	7,2182	7,2182
14220	7,5112	7,1532	7,8194	7,2191	7,2173
14240	7,5044	7,1571	7,8171	7,2237	7,2175
14260	7,5159	7,1649	7,8139	7,2239	7,2135
14280	7,5234	7,1692	7,8160	7,2262	7,2123
14300	7,5251	7,1624	7,8161	7,2243	7,2111
14320	7,5247	7,1628	7,8161	7,2247	7,2064
14340	7,5247	7,1614	7,8181	7,2259	7,2101
14360	7,5241	7,1564	7,8127	7,2285	7,2135
14380	7,5240	7,1536	7,8099	7,2249	7,2214
14400	7,5236	7,1571	7,8088	7,2254	7,2220
14420	7,5252	7,1545	7,8056	7,2269	7,2251
14440	7,5253	7,1560	7,8070	7,2217	7,2219
14460	7,5244	7,1615	7,8039	7,2208	7,2228
14480	7,5242	7,1633	7,7996	7,2214	7,2213
14500	7,5203	7,1608	7,7889	7,2272	7,2154
14520	7,5175	7,1620	7,7836	7,2292	7,2126
14540	7,5178	7,1596	7,7745	7,2294	7,2144
14560	7,5205	7,1570	7,7774	7,2293	7,2105
14580	7,5165	7,1542	7,7763	7,2299	7,2150
14600	7,5214	7,1532	7,7729	7,2293	7,2203
14620	7,5215	7,1531	7,7749	7,2282	7,2219
14640	7,5225	7,1513	7,7791	7,2307	7,2194
14660	7,5220	7,1495	7,7764	7,2343	7,2197
14680	7,5164	7,1494	7,7708	7,2346	7,2278
14700	7,5174	7,1443	7,7727	7,2295	7,2336
14720	7,5197	7,1428	7,7700	7,2300	7,2321
14740	7,5154	7,1440	7,7711	7,2251	7,2315
14760	7,5103	7,1402	7,7724	7,2243	7,2344
14780	7,5099	7,1402	7,7727	7,2246	7,2289
14800	7,5054	7,1411	7,7751	7,2218	7,2300
14820	7,5015	7,1466	7,7689	7,2159	7,2265
14840	7,5027	7,1485	7,7620	7,2158	7,2176
14860	7,4998	7,1490	7,7577	7,2163	7,2132
14880	7,5038	7,1509	7,7608	7,2197	7,2147
14900	7,5103	7,1601	7,7604	7,2217	7,2126
14920	7,5077	7,1593	7,7557	7,2230	7,2105
14940	7,5087	7,1600	7,7578	7,2260	7,2093
14960	7,5132	7,1626	7,7624	7,2210	7,2069
14980	7,5104	7,1708	7,7597	7,2202	7,2055
15000	7,5072	7,1688	7,7736	7,2310	7,2052
15020	7,5053	7,1722	7,7754	7,2401	7,2036
15040	7,5019	7,1730	7,7791	7,2525	7,1975
15060	7,4996	7,1863	7,7736	7,2593	7,1937
15080	7,4982	7,1944	7,7714	7,2623	7,1872
15100	7,4942	7,1990	7,7730	7,2587	7,1879
15120	7,4966	7,2013	7,7752	7,2559	7,1902
15140	7,4929	7,2023	7,7775	7,2606	7,1894
15160	7,4868	7,2003	7,7821	7,2566	7,1876
15180	7,4879	7,2025	7,7886	7,2550	7,1869
15200	7,4862	7,1998	7,8031	7,2533	7,1882
15220	7,4808	7,2009	7,8098	7,2532	7,1859
15240	7,4797	7,2043	7,8108	7,2532	7,1891
15260	7,4824	7,2124	7,8131	7,2589	7,1933
15280	7,4851	7,2184	7,8106	7,2694	7,1986
15300	7,4843	7,2183	7,8088	7,2796	7,1956
15320	7,4929	7,2205	7,8070	7,2847	7,1935
15340	7,4977	7,2214	7,8054	7,2904	7,1951
15360	7,4925	7,2161	7,8069	7,2966	7,1972
15380	7,4941	7,2142	7,8055	7,2975	7,2039
15400	7,4940	7,2115	7,8091	7,2972	7,2041
15420	7,4898	7,2081	7,8076	7,2957	7,2006
15440	7,4929	7,2089	7,8030	7,2937	7,2003
15460	7,4942	7,2089	7,7977	7,2913	7,2045
15480	7,4914	7,2092	7,7923	7,2859	7,2075
15500	7,4891	7,2085	7,7902	7,2893	7,2091
15520	7,4888	7,2095	7,7930	7,2890	7,2078
15540	7,4877	7,2104	7,7896	7,2877	7,2080
15560	7,4808	7,2120	7,7842	7,2900	7,2136
15580	7,4811	7,2154	7,7802	7,2910	7,2122
15600	7,4768	7,2179	7,7724	7,2923	7,2183
15620	7,4743	7,2196	7,7711	7,2911	7,2207
15640	7,4710	7,2171	7,7770	7,2925	7,2205
15660	7,4711	7,2157	7,7857	7,2922	7,2247
15680	7,4683	7,2142	7,7895	7,2968	7,2337
15700	7,4719	7,2132	7,7944	7,2969	7,2351
15720	7,4638	7,2105	7,8103	7,2967	7,2358
15740	7,4625	7,2108	7,8265	7,2937	7,2317
15760	7,4612	7,2100	7,8396	7,2934	7,2341
15780	7,4632	7,2054	7,8438	7,2918	7,2377
15800	7,4614	7,2046	7,8470	7,2891	7,2380
15820	7,4605	7,1976	7,8504	7,2880	7,2375
15840	7,4554	7,1934	7,8437	7,2886	7,2437
15860	7,4519	7,1880	7,8419	7,2885	7,2431
15880	7,4487	7,1905	7,8458	7,2854	7,2385
15900	7,4515	7,1897	7,8534	7,2859	7,2387
15920	7,4602	7,1882	7,8604	7,2845	7,2430
15940	7,4609	7,1889	7,8655	7,2849	7,2518
15960	7,4582	7,1896	7,8703	7,2846	7,2515
15980	7,4573	7,1832	7,8681	7,2827	7,2503
16000	7,4572	7,1838	7,8684	7,2889	7,2490
16020	7,4540	7,1836	7,8712	7,2915	7,2466
16040	7,4658	7,1814	7,8715	7,2918	7,2420
16060	7,4699	7,1791	7,8720	7,2908	7,2390
16080	7,4683	7,1777	7,8704	7,2915	7,2329
16100	7,4700	7,1704	7,8677	7,2879	7,2341
16120	7,4770	7,1739	7,8681	7,2888	7,2333
16140	7,4784	7,1757	7,8665	7,2884	7,2437
16160	7,4785	7,1769	7,8625	7,2937	7,2471
16180	7,4723	7,1779	7,8630	7,2886	7,2486
16200	7,4716	7,1800	7,8600	7,2882	7,2494
16220	7,4710	7,1795	7,8586	7,2850	7,2477
16240	7,4699	7,1779	7,8549	7,2799	7,2468
16260	7,4687	7,1748	7,8539	7,2838	7,2472
16280	7,4709	7,1720	7,8540	7,2832	7,2473
16300	7,4666	7,1701	7,8512	7,2840	7,2412
16320	7,4706	7,1657	7,8514	7,2813	7,2384
16340	7,4718	7,1669	7,8481	7,2817	7,2399
16360	7,4733	7,1641	7,8434	7,2936	7,2385
16380	7,4750	7,1706	7,8436	7,3089	7,2374
16400	7,4770	7,1717	7,8418	7,3178	7,2353
16420	7,4789	7,1700	7,8390	7,3199	7,2353
16440	7,4851	7,1638	7,8316	7,3252	7,2363
16460	7,4927	7,1629	7,8318	7,3252	7,2383
16480	7,5052	7,1659	7,8266	7,3234	7,2366
16500	7,5084	7,1659	7,8256	7,3181	7,2359
16520	7,5075	7,1677	7,8217	7,3220	7,2318
16540	7,5104	7,1685	7,8189	7,3242	7,2324
16560	7,5142	7,1643	7,8158	7,3245	7,2353
16580	7,5173	7,1619	7,8153	7,3266	7,2361
16600	7,5152	7,1630	7,8102	7,3283	7,2324
16620	7,5124	7,1604	7,8068	7,3266	7,2245
16640	7,5092	7,1578	7,8041	7,3307	7,2240
16660	7,5042	7,1610	7,7998	7,3315	7,2192
16680	7,4999	7,1649	7,8014	7,3324	7,2171
16700	7,4967	7,1649	7,8022	7,3324	7,2186
16720	7,4996	7,1634	7,7997	7,3324	7,2153
16740	7,5030	7,1619	7,7940	7,3341	7,2150
16760	7,5002	7,1640	7,7926	7,3346	7,2149
16780	7,5025	7,1611	7,7895	7,3361	7,2141
16800	7,5036	7,1637	7,7893	7,3409	7,2092
16820	7,5027	7,1632	7,7846	7,3465	7,2095
16840	7,4991	7,1609	7,7836	7,3504	7,2111
16860	7,5001	7,1597	7,7852	7,3479	7,2055
16880	7,4990	7,1562	7,7828	7,3490	7,2073
16900	7,4988	7,1554	7,7862	7,3479	7,2064
16920	7,4963	7,1550	7,7880	7,3459	7,2047
16940	7,4983	7,1556	7,7882	7,3466	7,2024
16960	7,4946	7,1520	7,7858	7,3528	7,2036
16980	7,4949	7,1506	7,7947	7,3511	7,2041
17000	7,4952	7,1507	7,7955	7,3522	7,2075
17020	7,4923	7,1461	7,8004	7,3551	7,2085
17040	7,4877	7,1474	7,8046	7,3549	7,2067
17060	7,4805	7,1484	7,8182	7,3530	7,2058
17080	7,4784	7,1452	7,8277	7,3536	7,2044
17100	7,4787	7,1424	7,8415	7,3510	7,2017
17120	7,4785	7,1418	7,8569	7,3481	7,2028
17140	7,4775	7,1436	7,8653	7,3492	7,2044
17160	7,4771	7,1403	7,8710	7,3520	7,2032
17180	7,4769	7,1398	7,8711	7,3498	7,2009
17200	7,4744	7,1374	7,8672	7,3451	7,2010
17220	7,4723	7,1339	7,8650	7,3447	7,1998
17240	7,4733	7,1319	7,8617	7,3464	7,2011
17260	7,4740	7,1291	7,8578	7,3481	7,2136
17280	7,4678	7,1301	7,8540	7,3519	7,2165
17300	7,4614	7,1325	7,8592	7,3512	7,2180
17320	7,4571	7,1313	7,8584	7,3518	7,2170
17340	7,4577	7,1318	7,8549	7,3538	7,2191
17360	7,4590	7,1294	7,8529	7,3524	7,2235
17380	7,4560	7,1256	7,8571	7,3527	7,2273
17400	7,4539	7,1213	7,8539	7,3554	7,2261
17420	7,4563	7,1205	7,8507	7,3524	7,2258
17440	7,4606	7,1166	7,8480	7,3527	7,2254
17460	7,4583	7,1167	7,8471	7,3533	7,2256
17480	7,4569	7,1177	7,8473	7,3548	7,2293
17500	7,4571	7,1172	7,8494	7,3563	7,2324
17520	7,4563	7,1140	7,8512	7,3570	7,2297
17540	7,4620	7,1126	7,8453	7,3533	7,2301
17560	7,4705	7,1082	7,8440	7,3549	7,2298
17580	7,4764	7,1070	7,8433	7,3550	7,2263
17600	7,4799	7,1059	7,8421	7,3538	7,2247
17620	7,4826	7,1036	7,8398	7,3513	7,2266
17640	7,4828	7,1031	7,8385	7,3556	7,2312
17660	7,4823	7,1026	7,8358	7,3617	7,2311
17680	7,4811	7,1011	7,8332	7,3640	7,2297
17700	7,4829	7,0992	7,8325	7,3695	7,2293
17720	7,4829	7,0966	7,8285	7,3774	7,2278
17740	7,4810	7,0924	7,8212	7,3822	7,2245
17760	7,4859	7,0887	7,8125	7,3815	7,2253
17780	7,4845	7,0865	7,8097	7,3825	7,2284
17800	7,4782	7,0850	7,8043	7,3847	7,2279
17820	7,4803	7,0838	7,8021	7,3878	7,2249
17840	7,4821	7,0768	7,7992	7,3907	7,2258
17860	7,4792	7,0730	7,7939	7,3922	7,2227
17880	7,4786	7,0745	7,7910	7,3918	7,2252
17900	7,4746	7,0717	7,7913	7,3924	7,2252
17920	7,4720	7,0714	7,7885	7,3954	7,2239
17940	7,4682	7,0708	7,7852	7,3997	7,2253
17960	7,4698	7,0674	7,7817	7,3991	7,2370
17980	7,4688	7,0618	7,7759	7,4014	7,2395
18000	7,4651	7,0621	7,7766	7,4062	7,2404
18020	7,4614	7,0628	7,7771	7,4079	7,2381
18040	7,4642	7,0625	7,7736	7,4064	7,2405
18060	7,4689	7,0638	7,7721	7,4060	7,2384
18080	7,4653	7,0646	7,7729	7,4090	7,2373
18100	7,4670	7,0690	7,7711	7,4095	7,2366
18120	7,4684	7,0684	7,7734	7,4148	7,2330
18140	7,4677	7,0676	7,7746	7,4169	7,2286
18160	7,4623	7,0725	7,7836	7,4160	7,2248
18180	7,4615	7,0756	7,7863	7,4128	7,2234
18200	7,4641	7,0743	7,7845	7,4139	7,2221
18220	7,4670	7,0759	7,7864	7,4211	7,2176
18240	7,4757	7,0752	7,7811	7,4276	7,2192
18260	7,4821	7,0751	7,7795	7,4299	7,2251
18280	7,4850	7,0746	7,7812	7,4313	7,2243
18300	7,4860	7,0744	7,7817	7,4351	7,2235
18320	7,4913	7,0740	7,7805	7,4333	7,2253
18340	7,4919	7,0829	7,7806	7,4355	7,2237
18360	7,4938	7,0893	7,7817	7,4354	7,2252
18380	7,4902	7,0878	7,7799	7,4358	7,2272
18400	7,4886	7,0870	7,7789	7,4351	7,2298
18420	7,4888	7,0876	7,7843	7,4354	7,2302
18440	7,4881	7,0863	7,7942	7,4355	7,2306
18460	7,4866	7,0870	7,7991	7,4374	7,2298
18480	7,4856	7,0869	7,7993	7,4380	7,2276
18500	7,4892	7,0861	7,8006	7,4375	7,2260
18520	7,4915	7,0881	7,8008	7,4367	7,2265
18540	7,4932	7,0956	7,8039	7,4359	7,2266
18560	7,4915	7,0950	7,8041	7,4332	7,2271
18580	7,4865	7,0962	7,8051	7,4337	7,2266
18600	7,4857	7,0972	7,8047	7,4388	7,2224
18620	7,4813	7,0960	7,8010	7,4452	7,2222
18640	7,4850	7,0976	7,7977	7,4461	7,2255
18660	7,4809	7,0970	7,7952	7,4457	7,2256
18680	7,4754	7,0969	7,7923	7,4458	7,2230
18700	7,4716	7,0952	7,7920	7,4485	7,2221
18720	7,4682	7,0946	7,7901	7,4516	7,2239
18740	7,4634	7,0897	7,7864	7,4519	7,2234
18760	7,4631	7,0873	7,7885	7,4538	7,2294
18780	7,4610	7,0876	7,7922	7,4558	7,2349
18800	7,4583	7,0873	7,7933	7,4535	7,2340
18820	7,4580	7,0818	7,7878	7,4529	7,2322
18840	7,4556	7,0824	7,7867	7,4500	7,2342
18860	7,4520	7,0814	7,7874	7,4523	7,2397
18880	7,4515	7,0776	7,7870	7,4587	7,2393
18900	7,4487	7,0794	7,7853	7,4675	7,2428
18920	7,4481	7,0763	7,7864	7,4684	7,2461
18940	7,4443	7,0748	7,7880	7,4660	7,2500
18960	7,4423	7,0779	7,7836	7,4670	7,2480
18980	7,4392	7,0744	7,7815	7,4662	7,2484
19000	7,4372	7,0718	7,7842	7,4635	7,2492
19020	7,4398	7,0700	7,7829	7,4640	7,2520
19040	7,4392	7,0667	7,7827	7,4654	7,2516
19060	7,4385	7,0698	7,7822	7,4641	7,2521
19080	7,4389	7,0714	7,7848	7,4610	7,2513
19100	7,4363	7,0717	7,7805	7,4554	7,2498
19120	7,4325	7,0650	7,7882	7,4526	7,2496
19140	7,4288	7,0666	7,7919	7,4522	7,2513
19160	7,4276	7,0656	7,7932	7,4460	7,2545
19180	7,4285	7,0651	7,7969	7,4432	7,2551
19200	7,4285	7,0635	7,7958	7,4384	7,2535
19220	7,4249	7,0608	7,7946	7,4369	7,2581
19240	7,4239	7,0606	7,7978	7,4333	7,2579
19260	7,4292	7,0588	7,7987	7,4314	7,2645
19280	7,4288	7,0598	7,8007	7,4359	7,2715
19300	7,4262	7,0590	7,8009	7,4356	7,2772
19320	7,4265	7,0544	7,8029	7,4305	7,2791
19340	7,4324	7,0515	7,7995	7,4344	7,2785
19360	7,4376	7,0494	7,7995	7,4335	7,2804
19380	7,4372	7,0486	7,7981	7,4346	7,2788
19400	7,4375	7,0469	7,7979	7,4460	7,2749
19420	7,4400	7,0474	7,7969	7,4546	7,2738
19440	7,4386	7,0522	7,7956	7,4577	7,2748
19460	7,4399	7,0510	7,7914	7,4575	7,2728
19480	7,4383	7,0514	7,7908	7,4568	7,2699
19500	7,4376	7,0534	7,7855	7,4599	7,2705
19520	7,4373	7,0530	7,7815	7,4632	7,2705
19540	7,4353	7,0519	7,7792	7,4613	7,2706
19560	7,4340	7,0530	7,7712	7,4613	7,2712
19580	7,4326	7,0553	7,7745	7,4632	7,2695
19600	7,4308	7,0505	7,7758	7,4646	7,2679
19620	7,4291	7,0474	7,7758	7,4670	7,2724
19640	7,4266	7,0460	7,7723	7,4719	7,2753
19660	7,4233	7,0417	7,7635	7,4747	7,2761
19680	7,4209	7,0420	7,7622	7,4751	7,2726
19700	7,4183	7,0423	7,7582	7,4787	7,2769
19720	7,4128	7,0418	7,7589	7,4818	7,2769
19740	7,4103	7,0397	7,7558	7,4839	7,2772
19760	7,4086	7,0379	7,7550	7,4855	7,2756
19780	7,4069	7,0322	7,7599	7,4846	7,2752
19800	7,4034	7,0276	7,7623	7,4846	7,2751
19820	7,4009	7,0254	7,7673	7,4842	7,2720
19840	7,3989	7,0273	7,7738	7,4804	7,2717
19860	7,3985	7,0369	7,7814	7,4790	7,2730
19880	7,3950	7,0426	7,7953	7,4755	7,2702
19900	7,3956	7,0505	7,8016	7,4701	7,2700
19920	7,3965	7,0521	7,8018	7,4692	7,2720
