# completamenti	seed_123456789	seed_2010924726	seed_417893401	seed_281668658	seed_1918141768
9980	371,8899	351,5266	375,5264	360,0363	359,7928
10000	372,2284	352,0937	375,5164	360,0772	359,6113
10020	372,0909	351,8588	375,6125	359,8237	359,6003
10040	372,1472	351,7393	375,3929	359,5081	359,3746
10060	372,0754	351,7233	375,3735	359,2896	359,3446
10080	371,8306	351,5969	375,1545	359,3701	359,1541
10100	371,6658	351,4684	375,1245	359,2664	359,0135
10120	371,4973	351,2990	375,0909	359,1003	358,8060
10140	371,4478	351,5259	374,8728	359,0174	358,8598
10160	371,6354	351,4530	374,6975	358,7976	358,8228
10180	371,3314	351,3896	374,4586	358,4596	358,8467
10200	371,1626	351,0854	374,5339	358,2695	358,9147
10220	370,9155	351,0637	374,6549	358,1223	359,1158
10240	370,8233	351,0266	374,5945	357,8767	359,2234
10260	370,8611	350,7739	374,4370	357,6882	359,4468
10280	371,1448	350,8257	374,4495	357,5054	359,2172
10300	371,1441	351,4209	374,4927	357,3599	359,0491
10320	371,0431	352,3160	374,2696	357,1658	358,8400
10340	371,0803	352,4073	374,2475	357,1244	358,6498
10360	371,1306	352,2007	374,4979	357,0976	358,6619
10380	370,9775	352,1386	374,4839	356,9755	358,4846
10400	371,0147	352,4249	374,3379	356,9207	358,5863
10420	370,8708	352,5094	374,4369	356,8472	358,3813
10440	370,7587	352,2384	375,0285	357,0530	358,1462
10460	370,7222	352,2013	376,1838	356,9943	358,1039
10480	370,7467	352,0195	378,0475	357,1902	358,2623
10500	370,9956	351,9467	379,2625	357,1375	358,2991
10520	370,8324	352,1027	379,8480	356,9477	358,5256
10540	370,8887	352,7144	379,8682	356,8215	358,3404
10560	371,3294	352,7813	379,7437	356,8107	358,2499
10580	371,4776	352,6648	379,5862	356,6433	358,1947
10600	371,4633	352,6293	379,8542	356,4484	358,4735
10620	371,3609	352,5819	379,8601	356,2968	358,7146
10640	371,0606	352,6580	379,5518	356,1385	359,0789
10660	370,8513	352,7282	379,5249	356,1563	358,8800
10680	370,7535	352,5950	379,4873	356,5947	358,7764
10700	370,8788	352,5629	379,5145	356,5572	358,7638
10720	370,8550	352,3862	379,4431	356,4083	358,8519
10740	370,8575	352,3084	379,4394	356,4100	358,6416
10760	370,6365	352,8248	379,4527	356,5853	358,5635
10780	370,4263	353,0780	379,3215	356,4563	358,4460
10800	370,5449	353,0738	379,1573	356,2326	358,3726
10820	370,2944	353,4000	379,0878	356,1245	358,4797
10840	370,1008	353,3260	378,8321	355,9966	358,5387
10860	370,0799	353,2725	378,7287	356,3438	358,4127
10880	369,9045	353,0049	378,5114	356,4345	358,3709
10900	369,7411	352,8189	378,2395	356,3147	358,3079
10920	369,6705	352,9576	378,2529	356,2539	358,3409
10940	369,4725	352,8792	378,0785	356,1156	358,4487
10960	369,6902	352,8446	377,8618	356,1433	358,6639
10980	369,7154	352,9376	378,0344	356,0675	358,5315
11000	369,6048	352,6751	377,8773	356,0720	358,4280
11020	369,5649	352,3715	377,6212	355,9973	358,3158
11040	369,3876	352,3471	377,6499	355,9326	358,3450
11060	369,2294	352,4448	377,4841	355,8665	358,1828
11080	369,0060	353,3082	377,5153	355,7076	358,0300
11100	368,9092	353,5969	377,7034	355,7397	357,9530
11120	369,4247	353,6469	377,7090	355,6887	357,7729
11140	370,1591	354,1178	378,3179	355,6942	357,6848
11160	371,4239	354,3094	378,8559	355,7039	357,6541
11180	372,3979	354,1374	378,7230	355,5597	357,7313
11200	373,3891	353,9869	378,5953	355,4499	357,5383
11220	374,6031	353,8944	378,8177	355,3696	357,7897
11240	375,3538	353,7350	379,0504	355,2004	357,7781
11260	375,2516	353,8103	378,8610	355,5880	357,6552
11280	375,0565	353,7850	378,7078	356,5166	357,8536
11300	375,0940	353,6793	378,4555	356,8594	357,7926
11320	374,9330	353,8205	378,4158	357,0499	357,6940
11340	375,2804	353,6303	378,1125	356,9108	357,5733
11360	375,3481	353,5567	378,2866	356,8703	357,6596
11380	375,0611	353,8188	378,2121	356,7660	357,5880
11400	374,9346	353,8267	378,2933	356,8514	357,5220
11420	374,7583	353,9563	378,2105	356,6945	357,3797
11440	374,7769	353,8435	378,3060	356,5757	357,2101
11460	374,7963	353,6483	378,4340	356,4333	357,0463
11480	375,3637	353,6482	378,2810	356,3521	356,8999
11500	375,4123	354,0065	378,4935	356,2684	356,8811
11520	375,5648	354,7739	378,6617	356,3402	356,8432
11540	375,3952	355,5320	379,0671	356,8372	356,6890
11560	375,3080	355,8805	379,3022	357,2277	356,5986
11580	375,1774	355,8530	379,1357	357,5463	356,5079
11600	375,0888	355,7187	379,0432	357,4230	356,4281
11620	375,2952	356,0891	378,9219	357,2271	356,4621
11640	375,1300	356,4166	378,8563	357,0986	356,5340
11660	375,1526	356,6612	378,7290	357,4310	356,5287
11680	375,2098	356,7870	378,5712	357,8994	356,4390
11700	375,0448	356,7669	378,5283	357,9405	356,4392
11720	375,0298	356,8790	378,3933	357,8724	356,3533
11740	374,7984	356,9347	378,6278	357,6827	356,2199
11760	374,6291	356,9846	379,0802	357,5841	356,0209
11780	374,4452	357,0091	379,2169	357,4825	355,8838
11800	374,2901	356,9462	379,1916	357,6765	355,7499
11820	374,3106	357,1485	379,1538	358,0298	355,6621
11840	374,1922	357,4363	379,2828	358,3931	355,5130
11860	374,2930	357,2318	379,2084	358,2908	355,4623
11880	374,1533	357,0737	379,2720	358,1895	355,3989
11900	374,0182	357,0910	379,2515	358,1116	355,3855
11920	373,8266	357,4041	379,2034	358,0039	355,3347
11940	373,7047	357,2905	379,4566	357,9152	355,2562
11960	374,1940	357,2454	379,3918	357,8492	355,5076
11980	374,5691	357,1380	379,2294	357,6459	355,9920
12000	374,3814	357,0961	378,9585	357,4643	356,3945
12020	374,2539	356,8545	378,9386	357,3610	356,3580
12040	374,1144	356,8129	378,9073	357,4121	356,3736
12060	373,9107	356,7351	379,0875	357,4240	356,4325
12080	373,7879	356,6872	379,0255	357,3508	356,4737
12100	373,7625	356,7717	378,8750	357,2179	356,4546
12120	373,6791	356,7313	378,6954	357,2366	356,2808
12140	373,6672	356,7490	378,6395	357,1242	356,2739
12160	373,3474	356,6009	378,4510	357,1219	356,1404
12180	373,1253	356,4680	378,5319	357,0270	356,1027
12200	372,9920	356,2553	378,7986	356,8668	356,0360
12220	372,8116	356,2189	379,0051	356,6605	355,8973
12240	372,7115	356,0345	378,9314	356,6746	355,8901
12260	372,8576	356,0277	378,9171	356,4812	355,7218
12280	372,7944	355,9277	378,7682	356,4241	355,7272
12300	372,6361	355,7091	378,5089	356,3385	355,8671
12320	372,6919	355,6061	378,4361	356,2035	355,9479
12340	372,6485	355,6346	378,3327	356,1693	355,7851
12360	372,4657	355,5853	378,2760	356,0099	355,7898
12380	372,5799	355,5611	378,0678	356,1350	355,7058
12400	372,9829	355,5497	377,9678	355,9302	355,6008
12420	373,4503	355,5445	377,7771	356,0246	355,5232
12440	373,5079	355,5148	377,8019	355,7930	355,5329
12460	373,2892	355,4389	378,0275	355,7829	355,6110
12480	373,2433	355,3833	378,4169	355,8473	355,6416
12500	373,0726	355,4397	378,4245	355,7623	355,4992
12520	372,8222	355,4060	378,4118	355,7883	355,6768
12540	372,8304	355,4110	378,2316	355,8217	355,9913
12560	372,6828	355,3746	378,3543	355,9952	356,3464
12580	373,0236	355,4077	378,1188	355,9346	356,3592
12600	373,6530	355,2654	377,9170	355,7908	356,1582
12620	374,2730	355,4817	377,9724	356,1054	356,1385
12640	374,6005	355,2500	378,5030	356,0607	356,0839
12660	374,6542	355,0859	378,3727	356,1231	356,0596
12680	374,4726	354,9406	378,4315	356,1365	355,9490
12700	374,3339	354,8701	378,2949	356,0841	355,9252
12720	374,2110	354,8780	378,3185	355,9043	355,9158
12740	374,1112	354,8070	378,5960	355,8427	355,8221
12760	374,0065	354,7301	378,5464	355,9969	355,5958
12780	373,9284	354,9550	378,5216	356,1797	355,4673
12800	374,1844	354,9139	378,4812	356,1536	355,4396
12820	374,1617	355,2922	378,2446	355,9424	355,6351
12840	374,0413	355,5860	378,0695	356,1028	355,7727
12860	373,8843	355,7496	377,9722	355,9609	355,6646
12880	373,8059	356,0675	377,9183	355,8758	355,5525
12900	373,7459	355,9137	377,7500	355,7585	355,5189
12920	373,6158	355,8535	377,6441	355,6731	355,5623
12940	373,7100	355,6749	377,5100	355,7101	355,7610
12960	373,9850	355,6769	377,2389	355,7806	355,6586
12980	373,7798	355,4793	377,1102	355,9759	355,5899
13000	373,5917	355,4164	377,1495	356,0301	355,4602
13020	373,7067	355,3258	377,5648	355,9067	355,6816
13040	374,0490	355,3384	377,9940	355,8125	355,7396
13060	374,3047	355,1704	378,8448	355,7324	356,0214
13080	374,2095	355,1629	379,3566	355,7414	356,2072
13100	374,0556	355,1082	379,2966	355,6737	356,2171
13120	373,8099	355,3178	379,2874	355,5656	356,1460
13140	373,6372	355,4652	379,4277	355,4725	356,1261
13160	373,5702	355,3625	379,2446	355,4998	355,9609
13180	373,5115	355,2984	379,0823	355,4422	356,0431
13200	373,7213	355,1206	379,1015	355,3212	356,1706
13220	373,6003	355,0745	379,4034	355,1350	356,1470
13240	373,3311	355,0849	379,4793	355,1528	356,2153
13260	373,1702	354,7808	379,6630	355,1782	356,4156
13280	373,1366	354,6997	380,2320	355,2436	356,7544
13300	373,2831	354,6606	380,6732	355,3779	356,9489
13320	373,8463	354,4877	380,8935	355,5411	357,0201
13340	373,7521	354,3575	380,7432	355,3840	356,8110
13360	373,7560	354,1748	380,8294	355,7181	356,8362
13380	373,6689	353,9984	380,8080	355,6166	356,6997
13400	373,4701	353,8609	380,7314	355,4692	356,4979
13420	373,4978	353,7571	380,8547	355,3764	356,2928
13440	373,3931	353,7516	381,2321	355,1606	356,5310
13460	373,3489	353,8002	381,3541	355,1227	356,7242
13480	373,1538	353,7390	381,2306	354,9299	356,6562
13500	373,0069	353,7965	381,0966	354,7699	356,4645
13520	372,9552	353,8133	381,1341	354,7407	356,4105
13540	372,8117	353,6931	380,9802	354,8298	356,3580
13560	372,6983	353,8029	380,8649	354,7137	356,3419
13580	372,7135	353,7268	381,1354	354,8473	356,3055
13600	372,9955	353,6509	381,4167	354,7441	356,2197
13620	372,8647	353,6980	381,5089	354,7616	356,0139
13640	372,7062	353,6475	381,3541	354,7338	356,0269
13660	372,6111	353,4845	381,1573	354,6715	356,1998
13680	372,4413	353,4003	381,0884	354,7474	356,1312
13700	372,4475	353,2122	380,9244	354,9300	355,9225
13720	372,4810	353,0977	380,9981	354,7947	355,9029
13740	372,6569	352,9982	380,9810	354,7100	355,8098
13760	372,4399	352,8756	380,9395	354,6917	355,7933
13780	372,3024	352,7458	380,8600	354,6723	355,7535
13800	372,2294	352,7468	380,6805	354,5696	356,0071
13820	372,6616	352,7222	380,7089	354,4565	355,9198
13840	372,7578	352,7232	380,5378	354,2975	355,7713
13860	372,6316	352,7064	380,4715	354,6489	355,7509
13880	372,6679	352,6360	380,4619	354,7230	355,7624
13900	372,5322	352,6312	380,7476	354,5747	355,8312
13920	372,4035	352,8427	381,3424	354,5362	355,9562
13940	372,2323	352,7668	381,6340	354,3249	355,7378
13960	372,0644	352,6515	382,0178	354,2154	355,6421
13980	372,3008	352,6820	382,2139	354,1483	355,5564
14000	372,1210	352,6341	382,1401	354,1785	355,4926
14020	371,9872	352,5151	382,0319	354,0442	355,3219
14040	371,8918	352,5879	381,8797	354,0353	355,1112
14060	371,7869	352,5674	381,9857	354,3774	354,9886
14080	371,5900	352,4093	381,9230	354,4304	354,8028
14100	371,5436	352,2379	382,4278	354,4491	354,6074
14120	371,3927	352,4781	383,0149	354,6070	354,4317
14140	371,3864	352,7536	383,4131	354,5589	354,3440
14160	371,1971	352,9856	383,4168	354,5768	354,3453
14180	371,1232	352,9415	383,1048	354,4597	354,5354
14200	370,9480	353,0123	382,9835	354,3742	354,5242
14220	370,9185	353,0214	382,8083	354,4035	354,4502
14240	370,8184	353,2143	382,6778	354,6404	354,5313
14260	370,9046	353,2197	382,6194	354,7030	354,4428
14280	371,5224	353,3675	382,6196	354,6368	354,5966
14300	371,8939	353,2597	382,7545	354,6277	354,4453
14320	372,0088	353,1837	382,7224	354,5909	354,4044
14340	371,8897	353,0019	382,7649	354,4423	354,6303
14360	371,8021	352,9085	382,6416	354,5163	354,7281
14380	371,9085	352,9094	382,4593	354,5506	355,0423
14400	371,8466	352,9734	382,3454	354,4653	355,2454
14420	371,8036	352,9072	382,2348	354,4023	355,1514
14440	371,8491	352,8894	382,3806	354,2693	355,0700
14460	371,9357	352,9977	382,3005	354,3516	355,0316
14480	371,8336	353,0312	382,1643	354,3141	354,9778
14500	371,7048	353,0285	381,8804	354,2459	354,7966
14520	371,5902	353,0418	381,7179	354,3318	354,6577
14540	371,3461	352,9536	381,6712	354,2946	354,8210
14560	371,4204	352,7356	381,6144	354,2565	354,6841
14580	371,3360	352,5616	381,6813	354,4026	354,6623
14600	371,2353	352,5118	381,6444	354,3940	354,6861
14620	371,2723	352,4796	381,6295	354,4305	354,7466
14640	371,2397	352,3590	381,9671	354,3058	354,6933
14660	371,1948	352,2245	382,1466	354,5103	354,6225
14680	371,0370	352,3138	382,0653	354,5074	354,5719
14700	370,9430	352,1521	381,9941	354,4284	354,6982
14720	371,0013	352,1736	381,9221	354,5908	354,7888
14740	370,8737	352,2347	382,1338	354,4438	354,8508
14760	370,7847	352,3651	382,0427	354,4122	354,8044
14780	370,6812	352,4039	382,1096	354,4785	354,7765
14800	370,4838	352,4938	382,1052	354,3990	354,6802
14820	370,2399	352,6473	382,1208	354,1928	354,5190
14840	370,4480	352,9269	381,9071	354,0785	354,3955
14860	370,3379	353,0669	381,7427	354,0401	354,3600
14880	370,4516	352,9691	381,9080	354,1980	354,4318
14900	370,6065	353,0989	381,9818	354,3382	354,3337
14920	370,4832	353,6960	381,8782	354,5141	354,3002
14940	370,5092	353,9248	381,7932	354,3701	354,2695
14960	370,6821	353,8700	381,8559	354,2296	354,2342
14980	370,5897	353,9918	381,7501	354,1845	354,1203
15000	370,4478	354,0774	382,0262	354,4502	354,0305
15020	370,4780	354,1602	382,7406	354,9745	353,9553
15040	370,3131	354,0572	382,8692	355,5690	353,8051
15060	370,2068	354,1968	382,6518	356,2041	353,6880
15080	370,1157	354,7554	382,6112	356,5016	353,5661
15100	369,9680	355,3616	382,4891	356,5319	353,4195
15120	370,1939	355,6231	382,4180	356,3571	353,3673
15140	370,1097	355,5405	382,4608	356,4927	353,2971
15160	369,9878	355,4861	382,6215	356,3802	353,2500
15180	370,0493	355,4804	382,6134	356,2732	353,1106
15200	369,8571	355,4422	382,9915	356,1145	353,0343
15220	369,7837	355,4706	383,5023	356,0672	352,8901
15240	369,6319	355,7530	383,8014	356,0182	352,9690
15260	369,5623	355,9115	383,5429	356,1485	353,1531
15280	369,9439	356,4438	383,4479	356,6147	353,4969
15300	369,9593	356,4238	383,3180	357,4407	353,4002
15320	370,0896	356,3870	383,2812	358,3473	353,2174
15340	370,2932	356,3511	383,1779	359,0466	353,2161
15360	370,1955	356,3101	383,2350	359,2435	353,3256
15380	370,1974	356,3251	383,4399	359,3542	353,5783
15400	370,0406	356,2473	383,4169	359,2895	353,6234
15420	369,8704	356,2312	383,5981	359,1668	353,5750
15440	370,0704	356,1636	383,4768	359,0897	353,4861
15460	370,0154	356,0703	383,2578	359,0296	353,4650
15480	369,8595	355,9916	383,1727	358,9334	353,5705
15500	369,7170	355,9761	382,9917	359,0595	353,8283
15520	369,6395	356,0157	382,9557	359,0226	353,8590
15540	369,6120	356,2378	382,8390	358,9645	353,8080
15560	369,4167	356,3075	382,7990	358,9847	353,8171
15580	369,2969	356,4129	382,6211	359,0072	353,8744
15600	369,1457	356,5791	382,3872	358,8703	353,9624
15620	368,9926	356,5931	382,2102	358,8530	354,0989
15640	368,8806	356,5332	382,3553	358,8772	354,0107
15660	368,8911	356,2950	382,7157	358,8490	354,1987
15680	368,7613	356,3035	382,9765	358,8557	354,3811
15700	368,8241	356,2953	383,1838	358,8687	354,7178
15720	368,7108	356,1527	383,4324	358,8501	354,6352
15740	368,5719	356,0302	384,2049	358,7668	354,5667
15760	368,4618	355,9961	384,9457	358,7158	354,5524
15780	368,5178	355,9354	385,5702	358,6450	354,5833
15800	368,4481	355,9441	385,6484	358,5128	354,5422
15820	368,3058	355,8392	385,6407	358,4218	354,5037
15840	368,1014	355,7552	385,5081	358,3799	354,7667
15860	368,0310	355,5788	385,3678	358,3757	354,8206
15880	367,9981	355,5653	385,3921	358,4298	354,7555
15900	368,2142	355,6330	385,7783	358,3541	354,6661
15920	368,3338	355,5632	386,0875	358,3150	354,6113
15940	368,7462	355,4890	386,3213	358,1541	354,8420
15960	368,7092	355,6931	386,2984	358,0700	354,9273
15980	368,5981	355,7508	386,1818	358,0444	354,9234
16000	368,4751	355,7232	386,0719	358,1356	354,8375
16020	368,2844	355,6959	386,2050	358,3068	354,8214
16040	368,4889	355,6493	386,2342	358,4728	354,8064
16060	368,8428	355,4904	386,1321	358,3910	354,7628
16080	368,9157	355,4880	386,0873	358,3349	354,6831
16100	368,9073	355,3879	385,8993	358,2727	354,6444
16120	369,0657	355,3815	385,7178	358,2730	354,6560
16140	369,2436	355,5603	385,6096	358,1841	354,9500
16160	369,1563	355,5090	385,4926	358,1616	355,3076
16180	369,1354	355,6037	385,3199	358,4127	355,4471
16200	369,0261	355,6211	385,1712	358,3378	355,3919
16220	369,0149	355,5634	385,0888	358,2308	355,3589
16240	369,0335	355,5010	384,9956	358,1067	355,4752
16260	369,0426	355,5611	384,9169	358,0576	355,4377
16280	369,0809	355,4700	384,8419	358,1036	355,3424
16300	369,0115	355,4370	384,7855	358,0911	355,2350
16320	369,2180	355,3213	384,6827	358,0813	355,1807
16340	369,2523	355,2904	384,5567	357,9323	355,2101
16360	369,2881	355,4171	384,5092	358,0537	355,1878
16380	369,3147	355,6085	384,4514	358,5732	355,0980
16400	369,2033	355,9273	384,4076	359,1135	355,0207
16420	369,3595	356,0364	384,2238	359,4044	354,8720
16440	369,5664	356,0918	384,0414	359,7160	354,8169
16460	369,8429	356,1061	384,1073	360,0331	354,7907
16480	370,2535	356,2324	383,9810	359,9841	354,7744
16500	370,6075	356,3408	383,8829	359,8741	354,6141
16520	370,4998	356,4208	383,7096	359,8861	354,5268
16540	370,5270	356,4684	383,5980	359,9372	354,4621
16560	370,5568	356,3631	383,4462	359,8751	354,6848
16580	370,5247	356,2447	383,4253	359,9626	354,7413
16600	370,4726	356,2386	383,2330	359,9843	354,7341
16620	370,3383	356,1046	383,0547	359,9594	354,5546
16640	370,2014	355,9783	382,9648	360,0494	354,4620
16660	370,1246	355,9521	382,8448	360,1045	354,3507
16680	370,1157	356,0072	382,8537	360,1314	354,2958
16700	370,0361	356,0892	382,7225	360,1167	354,2870
16720	370,0110	356,1098	382,6515	360,1057	354,0706
16740	370,2901	356,0825	382,5214	360,0247	354,0424
16760	370,3813	356,0697	382,3443	360,0070	354,0460
16780	370,2700	356,0403	382,2399	359,9517	353,9694
16800	370,6115	356,0475	382,2062	359,9248	353,7958
16820	370,6589	356,0342	382,1663	359,9884	353,7861
16840	370,5378	356,1112	382,0810	360,1525	353,8055
16860	370,4673	356,1714	381,9873	360,0771	353,7825
16880	370,3512	356,0922	382,0288	360,0756	353,8590
16900	370,4343	356,0941	382,2461	359,9128	353,7900
16920	370,2327	356,0766	382,3574	359,8702	353,7096
16940	370,2078	356,0217	382,3773	359,7177	353,5792
16960	370,0755	355,9600	382,2521	359,7971	353,6058
16980	370,0217	355,8935	382,3696	360,0845	353,7027
17000	370,0223	355,8265	382,3523	360,0016	353,9148
17020	369,9921	355,7138	382,3567	360,0679	353,8935
17040	369,9929	355,7195	382,4217	360,0790	353,7989
17060	369,8470	355,6855	382,7983	360,0135	353,7459
17080	369,7722	355,6017	383,2623	359,9331	353,6943
17100	369,7994	355,5505	383,7086	359,8623	353,6727
17120	370,0591	355,5513	384,4587	359,7366	353,6627
17140	370,2233	355,6124	384,9490	359,6806	353,7548
17160	370,1174	355,5369	385,1656	359,6855	353,7893
17180	369,9731	355,4864	385,2629	359,5954	353,6298
17200	369,8318	355,4464	385,0745	359,4664	353,5700
17220	369,7338	355,3126	384,8945	359,3576	353,4455
17240	369,7207	355,2504	384,8454	359,3262	353,7531
17260	369,7343	355,1764	384,6923	359,3033	354,2279
17280	369,5440	355,0544	384,5859	359,5296	354,2946
17300	369,4953	355,1018	384,6669	359,4716	354,3957
17320	369,4889	355,0430	384,8428	359,3699	354,3500
17340	369,4336	355,0937	384,8003	359,3946	354,2748
17360	369,4312	355,0391	384,6665	359,3054	354,2587
17380	369,2455	355,0671	384,6175	359,2894	354,2184
17400	369,1795	355,0131	384,6089	359,4559	354,2187
17420	369,2014	354,8842	384,5792	359,4376	354,1871
17440	369,2541	354,7999	384,4740	359,4867	354,1356
17460	369,3750	354,6962	384,3248	359,4590	354,0973
17480	369,3032	354,7456	384,4409	359,4753	353,9712
17500	369,1610	354,7081	384,3590	359,4869	354,0256
17520	369,0133	354,7018	384,4497	359,5624	353,8372
17540	369,1921	354,5702	384,2839	359,4898	353,7211
17560	369,6234	354,4590	384,3338	359,4231	353,6972
17580	369,9028	354,4002	384,2590	359,3124	353,5987
17600	369,8697	354,5255	384,2713	359,2129	353,4954
17620	369,9592	354,4375	384,2376	359,0832	353,4414
17640	369,8535	354,3689	384,1127	358,9936	353,4639
17660	369,8402	354,3452	384,0624	359,2716	353,5253
17680	369,7622	354,2131	383,9769	359,4515	353,3882
17700	369,6696	354,1313	383,9213	359,6071	353,4216
17720	369,6899	354,0870	383,7819	359,7719	353,2721
17740	369,9097	353,9625	383,5838	360,0123	353,1582
17760	369,9649	353,8722	383,4897	359,9444	353,1735
17780	370,1130	353,8351	383,3950	360,0178	353,1408
17800	370,0137	353,7591	383,1933	360,1418	353,2661
17820	370,0624	353,8316	383,0717	360,1015	353,1943
17840	369,9877	353,7258	383,1420	360,1546	353,1520
17860	369,9345	353,6637	382,9734	360,3733	353,1265
17880	369,8429	353,7906	382,8874	360,3264	353,1822
17900	369,6971	353,8861	382,9691	360,2583	353,3702
17920	369,6065	353,8882	382,9173	360,1728	353,4043
17940	369,5669	353,8094	382,9284	360,1714	353,3641
17960	369,5172	353,8190	382,8558	360,3542	353,7051
17980	369,5834	353,7366	382,7295	360,2888	354,1525
18000	369,4718	353,7126	382,8008	360,4174	354,4707
18020	369,3312	353,6430	382,9879	360,4158	354,3669
18040	369,3186	353,6689	382,9478	360,4254	354,3557
18060	369,4922	353,8750	382,8637	360,4025	354,2828
18080	369,4566	353,7777	382,7999	360,4549	354,3223
18100	369,4288	353,7823	382,7428	360,5788	354,2847
18120	369,5449	353,7556	382,7481	360,9156	354,1792
18140	369,4555	353,6500	382,8074	361,2219	354,1466
18160	369,3429	353,5620	383,0368	361,1677	354,0695
18180	369,2380	353,5479	383,2467	361,1189	353,9823
18200	369,1644	353,4650	383,2405	361,1415	354,0017
18220	369,1961	353,4463	383,3945	361,3353	353,8558
18240	369,3380	353,3621	383,2559	361,7016	353,8145
18260	369,9650	353,3284	383,1547	361,8112	353,9971
18280	370,5399	353,3228	383,1637	361,9036	354,2237
18300	370,5864	353,2467	383,1344	361,9413	354,2107
18320	370,5315	353,2373	383,0764	361,8513	354,2016
18340	370,5038	353,4877	382,9669	361,8141	354,1742
18360	370,4479	354,1346	382,9308	361,7713	354,2218
18380	370,4303	354,1069	382,9489	361,7727	354,1571
18400	370,5232	354,0593	382,8947	361,6936	354,1586
18420	370,4434	354,0829	382,8764	361,6375	354,2655
18440	370,4083	354,0317	383,2671	361,6562	354,2558
18460	370,3124	354,0344	383,4993	361,7353	354,1799
18480	370,3864	353,9734	383,7507	361,6968	354,0557
18500	370,3807	354,0203	383,7234	361,6897	354,0166
18520	370,5643	353,9516	383,6857	361,6123	354,0277
18540	370,7065	354,2632	383,6388	361,5988	354,0822
18560	370,6699	354,4579	383,4788	361,4846	354,0396
18580	370,5034	354,3635	383,3745	361,4437	354,0559
18600	370,4025	354,2696	383,3036	361,5851	353,9161
18620	370,2149	354,3171	383,2176	361,8078	353,8845
18640	370,3407	354,3974	383,1175	361,7546	353,8766
18660	370,2570	354,3790	382,9288	361,8396	353,9837
18680	370,1675	354,2589	382,7806	361,6711	353,9202
18700	370,0902	354,2408	382,7371	361,6058	353,8579
18720	370,0146	354,1233	382,6531	361,5677	353,7085
18740	369,8288	353,9835	382,4943	361,4789	353,8139
18760	369,8755	353,9502	382,5157	361,3902	353,9798
18780	369,7817	353,9533	382,6495	361,3237	354,3567
18800	369,7230	353,9024	382,6984	361,3747	354,3880
18820	369,5986	353,8567	382,6488	361,3296	354,2980
18840	369,6312	353,7670	382,6136	361,1936	354,3354
18860	369,5949	353,7291	382,5911	361,1522	354,3261
18880	369,5369	353,6519	382,6080	361,5009	354,3964
18900	369,4326	353,7163	382,6210	362,0076	354,5251
18920	369,3571	353,6058	382,5308	362,3330	354,5780
18940	369,3181	353,5007	382,3880	362,2529	354,5354
18960	369,1939	353,7145	382,3200	362,2239	354,5267
18980	369,0649	353,6928	382,3014	362,0680	354,4759
19000	369,0327	353,5737	382,3191	361,9686	354,3847
19020	369,1082	353,5642	382,3988	361,9308	354,3293
19040	369,0280	353,5386	382,4629	361,9225	354,3965
19060	369,0449	353,5654	382,4434	361,8762	354,3532
19080	369,2497	353,6894	382,6396	361,8063	354,3428
19100	369,4901	353,6113	382,5662	361,7526	354,2582
19120	369,3957	353,4785	382,7642	361,7091	354,2551
19140	369,3182	353,4288	383,1947	361,7018	354,2546
19160	369,2190	353,3720	383,2076	361,6483	354,3723
19180	369,1523	353,3208	383,1691	361,5843	354,4485
19200	369,1076	353,2711	383,2117	361,4820	354,5199
19220	368,9875	353,1392	383,1870	361,4205	354,6045
19240	368,9236	353,1378	383,2219	361,3098	354,6684
19260	368,9764	353,1823	383,2522	361,1907	354,8992
19280	368,9449	353,1738	383,1471	361,2396	355,2516
19300	368,9105	353,0686	383,2025	361,3327	355,3739
19320	368,7602	353,0295	383,1923	361,2330	355,3708
19340	368,7688	352,9128	383,2138	361,4990	355,3094
19360	368,9941	352,8310	383,0681	361,3987	355,2759
19380	369,1113	352,7882	383,1522	361,3682	355,1128
19400	369,0777	352,7952	383,0366	361,7465	354,9725
19420	368,9904	352,7825	382,8774	362,2132	354,9779
19440	368,9806	352,9037	382,7745	362,3134	355,0086
19460	368,9223	353,0526	382,5995	362,3095	355,0504
19480	368,8586	353,0436	382,5909	362,1933	355,0125
19500	368,8134	353,1764	382,4485	362,1331	354,9943
19520	368,7295	353,1048	382,3093	362,3030	355,1967
19540	368,6935	353,0062	382,2467	362,2977	355,2840
19560	368,6866	352,9570	382,0761	362,2401	355,2383
19580	368,6144	352,9310	382,1478	362,1980	355,1626
19600	368,5312	352,8543	382,2784	362,1296	355,1981
19620	368,5630	352,7781	382,3658	362,2475	355,1296
19640	368,4832	352,7715	382,2093	362,4572	355,2696
19660	368,4102	352,6333	382,0209	362,5313	355,2377
19680	368,2721	352,5989	381,9780	362,4061	355,2071
19700	368,1321	352,5485	381,8308	362,4030	355,3085
19720	368,0507	352,7071	381,8253	362,4022	355,4582
19740	367,8876	352,6816	381,8833	362,3770	355,5148
19760	367,8466	352,6330	381,8371	362,3813	355,5016
19780	367,7671	352,5049	381,8796	362,3556	355,4791
19800	367,6631	352,4045	381,9414	362,2334	355,4794
19820	367,5890	352,3003	381,9951	362,1213	355,4403
19840	367,4855	352,4573	382,2285	362,0213	355,3652
19860	367,4555	352,7012	382,5679	361,8898	355,3370
19880	367,4151	353,1904	382,8724	361,7972	355,2918
19900	367,3228	353,4364	383,4158	361,7241	355,2199
19920	367,2648	353,5986	383,5238	361,6354	355,3735
