# batch	value
1	0.01175251
2	0.02327902
3	0.01907357
4	0.00146520
5	0.02540956
6	0.01256983
7	0.04403361
8	0.00922266
9	0.01727862
10	0.01123990
11	0.01367122
12	0.02395597
13	0.03505727
14	0.01818818
15	0.02468312
16	0.02360877
17	0.01454416
18	0.03852829
19	0.02611940
20	0.01400934
21	0.01204819
22	0.01801496
23	0.02356202
24	0.00704722
25	0.01690903
26	0.01755594
27	0.01385135
28	0.05358317
29	0.00547445
30	0.02439024
31	0.00587828
32	0.03790376
33	0.02232747
34	0.02741604
35	0.01364113
36	0.00456140
37	0.00239726
38	0.03242497
39	0.01501001
40	0.02065826
41	0.03762904
42	0.01785714
43	0.00638655
44	0.03114421
45	0.01560976
46	0.01931701
47	0.02637730
48	0.02840717
49	0.02693370
50	0.00997249
51	0.01507882
52	0.02813128
53	0.01074114
54	0.03888507
55	0.01360782
56	0.01928281
57	0.01455508
58	0.01373155
59	0.02861897
60	0.00855920
61	0.02031680
62	0.03258723
63	0.00767544
64	0.03585398
