# batch	value
1	115.89993828
2	217.50276262
3	144.42093640
4	101.38261796
5	131.41583419
6	143.50818999
7	152.25816114
8	132.38916653
9	116.66021548
10	105.39437647
11	147.48506908
12	194.42907533
13	156.42689184
14	106.80464863
15	139.03984719
16	137.82879583
17	107.22245596
18	150.50344104
19	159.27199894
20	138.24629695
21	124.28162565
22	129.72899285
23	134.53123786
24	152.65181632
25	149.70035869
26	144.17941277
27	127.97410346
28	187.65118055
29	101.54627963
30	131.89609067
31	99.22016951
32	139.79003468
33	122.91500666
34	170.37786028
35	127.22175584
36	97.60712658
37	133.85266500
38	151.15516184
39	162.12453634
40	121.96163379
41	150.63288782
42	142.14207143
43	122.79084779
44	135.44352616
45	177.27187901
46	204.49930397
47	145.04206934
48	160.89949096
49	119.45810282
50	125.34528569
51	112.92873383
52	155.40085522
53	110.33519851
54	179.81912610
55	119.22029831
56	136.87070510
57	122.32782367
58	121.11446866
59	129.06664018
60	111.19845537
61	145.14236881
62	165.45787720
63	110.78382708
64	153.08333780
