# s=25 S=35
# time_s	level
0.000	30
2568.713	29
3979.129	28
4239.317	27
4239.317	26
4239.317	25
4267.282	24
4453.473	23
4931.651	22
5149.632	21
5222.729	20
5433.426	19
5497.370	18
5793.528	17
6080.661	16
6080.661	15
6108.135	14
6122.245	13
6303.296	12
6881.487	11
7010.572	10
7219.042	9
7318.622	8
7549.402	7
7820.273	6
8003.814	5
8003.814	4
8168.793	3
8228.006	2
8684.224	1
8840.083	0
8914.269	0
9031.637	0
9384.503	0
9464.605	0
10074.681	5
10383.789	25
11340.001	24
11340.001	23
11340.001	22
11470.695	21
11720.172	20
11774.130	19
11822.228	18
11931.146	17
12093.177	16
12160.882	15
12166.667	14
12210.062	13
12648.484	12
12648.484	11
12682.749	10
12882.414	9
13083.822	8
13083.822	7
13199.990	6
13369.792	5
13426.171	4
13562.081	3
13677.152	2
13766.156	12
13833.363	11
13833.363	10
13931.865	9
14271.991	8
14667.063	7
14739.264	6
14941.116	5
14941.116	4
15117.154	3
15312.515	2
15312.515	1
15408.649	0
15464.935	0
15531.323	0
15626.691	0
15672.175	0
15688.378	0
15911.884	0
15981.523	0
16221.493	0
16568.372	0
16568.372	0
16568.372	0
16568.372	0
16709.827	0
16827.715	0
16988.732	0
17147.330	0
17389.860	0
17389.860	0
17389.860	0
17439.430	0
17753.028	0
17753.028	0
17758.110	7
17794.263	6
18040.970	5
18054.835	25
18068.617	24
18072.817	23
18188.048	22
18277.735	21
18277.735	20
18343.089	19
18795.026	18
18795.026	17
18795.026	16
18949.140	15
18949.140	14
19070.084	13
19119.672	12
19858.281	11
19858.281	10
19903.744	9
20277.379	8
20647.281	7
20851.024	6
21455.899	5
21514.949	4
21731.082	3
22180.946	2
22268.989	1
22509.224	0
22509.224	0
22676.166	0
22721.217	0
22837.104	0
22864.936	0
22864.936	0
22882.709	0
22921.932	0
23108.284	0
23108.284	0
23261.302	0
23413.723	0
23600.578	0
24085.059	20
24263.838	31
24284.093	30
25039.595	29
25039.595	28
25039.595	27
25039.595	26
25039.595	25
25146.267	24
25146.267	23
25270.273	22
25789.552	21
26128.048	20
26128.048	19
26144.493	18
26256.161	17
26256.161	16
26256.161	15
26696.007	14
26814.256	13
27140.957	12
27234.676	11
27502.321	10
27723.596	9
27753.981	8
27753.981	7
28191.955	6
28191.955	5
28241.571	4
28249.797	3
28280.974	2
28704.385	1
29024.237	0
29038.030	0
29226.626	12
29305.459	11
29553.450	10
29878.184	9
29917.680	8
29972.010	7
30308.635	6
30453.362	5
30453.362	4
30453.362	3
30557.287	2
30573.048	1
30950.035	0
31010.788	0
31231.719	0
31367.434	0
31384.106	0
31406.455	0
31534.152	0
31982.653	0
32186.881	0
32186.881	0
32472.148	0
32553.282	0
32553.282	0
32722.057	0
33088.325	0
33182.668	0
33327.069	0
33465.381	0
33465.381	0
33582.224	0
33582.224	0
33700.037	0
33788.529	0
33879.336	0
33951.323	0
33951.323	0
33951.390	0
33962.939	0
34123.607	0
34123.607	0
34177.241	0
34357.517	0
34627.369	0
34912.374	0
35110.218	0
35110.218	0
35110.218	0
35290.259	0
35290.259	0
35458.572	20
35502.578	19
35502.578	18
35503.687	17
35769.670	32
36003.598	31
36303.950	30
36303.950	29
36561.440	28
37044.860	27
37044.860	26
37139.447	25
37358.800	24
37494.610	23
37494.610	22
37494.610	21
37494.610	20
37680.058	19
37680.058	18
37865.939	17
37865.939	16
37928.029	15
37961.872	14
38099.256	13
38195.536	12
38320.012	11
38569.835	10
38569.835	9
38569.835	8
38755.340	7
38959.936	6
39154.365	5
39166.033	4
39446.238	3
40123.750	2
40123.750	1
40409.972	0
40409.972	0
40456.297	0
40653.513	0
40818.225	0
40977.144	0
41162.607	0
41249.948	0
41527.206	0
41527.206	0
41527.206	0
41527.206	0
41527.206	0
41583.613	0
41698.591	0
42104.827	0
42232.836	0
42232.836	0
42232.836	0
42360.947	0
42360.947	0
42392.214	0
42493.463	0
42493.463	0
42527.678	12
42590.792	11
42695.319	10
42695.319	9
42743.793	8
42810.587	28
42848.469	27
43107.187	26
43183.421	25
43197.673	24
43242.845	23
