# s=55 S=80
# time_s	level
0.000	70
2206.732	69
2463.412	68
2673.165	67
3022.345	66
3165.529	65
3263.006	64
3263.006	63
3263.006	62
3347.863	61
3347.863	60
3347.863	59
3347.863	58
3347.863	57
3347.863	56
3861.009	55
3861.009	54
4239.317	53
4239.317	52
4249.825	51
4316.311	50
4316.311	49
4336.228	48
4371.511	47
5025.715	46
5149.632	45
5149.632	44
5222.729	43
5264.351	42
5280.486	41
5296.975	40
5689.599	39
5750.899	38
5814.394	37
5913.515	36
5976.612	35
6108.135	34
6124.896	33
6153.221	32
6384.922	31
6652.760	30
6652.760	29
6799.182	28
6799.182	27
6881.487	26
6881.487	25
7063.752	24
7182.890	23
7219.042	22
7219.042	21
7261.216	20
7318.622	19
7447.451	18
7447.451	17
7465.158	16
7641.970	15
7641.970	14
7683.214	13
7683.214	12
7934.180	32
7987.259	31
7987.259	30
8003.814	29
8003.814	28
8003.814	27
8007.370	26
8168.793	25
8168.793	24
8168.793	23
8168.793	22
8216.919	21
8298.909	41
8314.665	40
8463.594	57
8589.235	56
8643.980	55
8840.083	54
8840.083	53
8914.269	52
9031.637	51
9464.605	50
9464.605	49
9464.605	48
9632.830	47
9632.830	46
9812.051	45
9812.051	44
9982.069	43
9982.069	42
10024.976	41
10024.976	40
10079.478	39
10079.478	38
10318.584	37
10318.584	36
10318.584	35
10427.286	34
10722.190	33
10856.204	32
11130.730	31
11340.001	30
11340.001	29
11340.001	28
11340.001	27
11340.001	26
11414.464	46
11470.695	45
11470.695	44
11470.695	43
11508.749	50
11582.230	49
11582.230	48
11657.249	47
11657.249	46
11720.172	45
11730.501	44
11820.083	64
11899.736	63
11931.146	62
12093.177	61
12166.667	60
12166.667	59
12166.667	58
12210.062	57
12210.062	56
12648.484	55
12648.484	54
12648.484	53
12648.484	52
12648.484	51
12648.484	50
12663.317	49
12775.548	48
12979.466	47
13186.158	46
13186.158	45
13369.792	44
13562.081	43
13562.081	42
13577.790	41
13577.790	40
13677.152	39
13724.810	38
13838.542	37
13838.542	36
13876.902	35
13920.220	34
13920.220	33
13952.968	32
14079.199	31
14174.888	30
14174.888	29
14248.409	28
14271.991	27
14554.373	26
14600.998	25
14637.727	24
14698.148	23
14772.735	22
14772.735	21
14941.116	20
14959.337	19
15032.321	39
15037.244	38
15117.154	37
15281.916	57
15312.515	56
15312.515	55
15323.176	54
15323.176	53
15350.564	52
15408.649	51
15408.649	50
15423.312	49
15431.003	62
15464.935	61
15531.323	60
15626.691	59
15646.316	58
15672.175	57
15741.580	56
15785.574	55
15785.574	54
15785.574	53
15785.574	52
15981.523	51
16159.293	50
16159.293	49
16159.293	48
16159.293	47
16159.293	46
16159.293	45
16191.289	44
16204.583	43
16213.187	42
16213.187	41
16568.372	40
16568.372	39
16568.372	38
16568.372	37
16598.239	36
16660.898	35
16763.984	34
16857.150	33
16888.287	32
16988.732	31
17096.251	30
17147.330	29
17230.021	28
17245.645	27
17257.217	26
17389.860	25
17389.860	24
17516.633	23
17543.344	22
17606.975	21
17657.602	20
17753.028	19
17753.028	18
17794.263	17
17916.981	16
17916.981	15
17916.981	14
17916.981	13
17916.981	12
18040.970	11
18040.970	10
18040.970	9
18040.970	8
18040.970	7
18040.970	6
18170.674	5
18277.735	4
18277.735	3
18421.311	2
18686.942	22
18795.026	21
18795.026	20
18822.460	19
18846.359	18
18949.140	17
19070.084	16
19070.084	15
19070.084	14
19119.672	13
19187.372	12
19290.436	11
19290.436	10
19290.436	9
19290.436	8
19409.865	28
19724.626	48
19858.281	47
19864.617	55
20277.379	54
20418.469	53
20418.469	52
21275.977	51
21275.977	50
21455.899	49
21455.899	48
21455.899	47
21455.899	46
21514.949	45
21679.592	44
21702.023	43
21819.011	42
21819.011	41
21863.411	40
22025.574	39
