# s=50 S=70
# time_s	level
0.000	65
681.713	64
798.961	63
2206.732	62
2206.732	61
2206.732	60
2206.732	59
2568.713	58
2943.675	57
3165.529	56
3263.006	55
3861.009	54
4239.317	53
4239.317	52
4316.311	51
4353.564	50
4562.762	49
4862.915	48
4885.390	47
5025.715	46
5149.632	45
5149.632	44
5497.370	43
5913.515	42
5976.612	41
6124.896	40
6124.896	39
6303.296	38
6436.677	37
6652.760	36
6665.727	35
6799.182	34
6799.182	33
6881.487	32
6881.487	31
7010.572	30
7219.042	29
7219.042	28
7261.216	27
7447.451	26
7534.246	25
7534.246	24
7534.246	23
7534.246	22
7641.970	21
7641.970	20
7652.175	19
7987.259	18
8003.814	17
8003.814	16
8003.814	15
8168.793	14
8168.793	13
8168.793	12
8184.321	11
8314.665	10
8736.811	9
8857.726	29
8914.269	28
8927.356	27
9434.943	47
9632.830	46
9812.051	45
9982.069	44
10024.976	43
10101.910	42
10574.091	41
10605.929	40
10659.357	39
11156.455	38
11156.455	37
11470.695	36
11470.695	35
11470.695	34
11582.230	33
11582.230	32
11609.684	31
11720.172	30
11720.172	29
11744.223	28
11899.736	27
11899.736	26
11899.736	25
11931.146	24
12002.578	23
12093.177	22
12112.649	33
12160.882	32
12166.667	31
12178.006	30
12196.932	29
12416.358	49
12445.373	48
12445.373	47
12775.548	46
12882.414	45
12892.425	44
12979.466	43
13186.158	42
13186.158	41
13186.158	40
13369.792	39
13426.171	38
13562.081	37
13577.570	36
13577.790	35
13577.790	34
13624.161	33
13637.013	32
13775.694	31
13833.363	30
13833.363	29
13833.363	28
13856.381	27
13920.220	26
14004.013	25
14079.199	24
14248.409	23
14271.991	22
14271.991	21
14417.558	20
14554.373	19
14554.373	18
14554.373	17
14615.126	16
15037.244	15
15117.154	14
15312.515	13
15323.176	12
15408.649	11
15531.323	10
15531.323	9
15549.936	8
15626.691	7
15688.084	27
15728.924	26
15758.723	25
15774.947	24
15785.574	23
15785.574	22
15785.574	21
15886.313	30
15911.884	29
15911.884	28
16159.293	27
16175.742	47
16191.289	46
16213.187	45
16226.189	44
16568.372	43
16568.372	42
16568.372	41
16568.372	40
16568.372	39
16568.372	38
16598.239	37
16660.898	36
16660.898	35
16660.898	34
16735.882	33
16779.170	32
16814.584	31
16857.150	30
16988.732	29
17031.763	28
17096.251	27
17096.251	26
17281.126	25
17337.380	24
17337.380	23
17374.503	22
17439.430	21
17439.430	20
17516.633	19
17516.633	18
17606.975	17
17753.028	16
17794.263	15
17916.981	14
17916.981	13
17916.981	12
17916.981	11
18040.970	10
18057.432	9
18142.111	8
18326.201	7
18398.154	6
18421.311	5
18482.337	4
18795.026	3
18822.460	2
18949.140	1
19070.084	0
19070.084	0
19119.672	0
19187.372	0
19290.436	0
19290.436	0
19391.715	0
19752.968	0
19752.968	0
19858.281	0
19931.459	0
20110.279	20
20277.379	19
20318.825	18
20418.469	17
20418.469	16
20545.869	36
20647.281	35
20647.281	34
20714.067	33
20714.067	32
20800.310	51
20851.024	50
21208.258	49
21275.977	48
21282.823	47
21455.899	46
21679.592	45
21742.119	44
21863.411	43
21891.547	42
22180.946	41
22180.946	40
22268.989	39
22268.989	38
22331.125	37
22341.926	36
22550.638	35
22676.166	34
22721.217	33
22721.217	32
22864.936	31
22864.936	30
22864.936	29
22864.936	28
22864.936	27
22864.936	26
22882.709	25
23210.526	45
23282.582	49
23413.723	48
23600.578	47
23600.578	46
23600.578	45
23714.175	44
23714.175	43
23714.175	42
24198.432	41
24284.093	40
25039.595	39
25039.595	38
25039.595	37
25039.595	36
25039.595	35
25039.595	34
25039.595	33
25146.267	32
25241.315	31
25270.273	30
25411.465	29
25411.465	28
25442.436	27
25789.552	26
25789.552	25
25789.552	24
25789.552	23
25789.552	22
25873.682	21
25873.682	20
25873.682	19
26256.161	18
26256.161	17
26557.826	16
26634.332	15
26634.332	14
26696.007	13
26696.007	12
26767.181	11
26767.181	10
26767.181	9
26868.679	8
26901.140	7
27129.762	6
27168.950	5
27278.491	25
27502.321	24
27502.321	23
27502.321	22
27502.321	21
27530.960	20
27676.621	38
27792.176	37
27855.093	36
27855.093	35
27855.093	34
28012.371	33
28012.371	32
28191.955	31
28227.472	30
28227.472	29
28227.472	28
28228.428	27
28249.797	26
28280.974	25
28373.071	24
28373.071	23
28373.071	22
28531.941	21
28531.941	20
28531.941	19
28683.796	18
28757.731	17
29024.237	16
29024.237	15
29040.773	14
29084.597	13
29243.241	12
29243.241	11
29243.241	10
29305.459	9
29305.459	8
29340.259	7
29432.371	6
29927.851	5
30302.229	25
30330.958	24
30453.362	23
30453.362	22
30453.362	21
30565.338	34
30617.685	33
30617.685	32
30666.925	31
30706.974	30
30780.818	29
30812.626	49
30894.706	48
30894.706	47
30950.035	46
31033.351	45
31051.674	44
31231.719	43
31231.719	42
31342.288	41
31414.719	40
31414.719	39
31505.659	38
31505.659	37
31505.659	36
31505.659	35
31553.082	34
31875.069	33
32032.350	32
32186.881	31
32201.362	30
32422.996	29
32422.996	28
32553.282	27
32722.057	26
32722.057	25
32774.685	24
32862.082	23
33088.325	22
33164.356	21
33233.700	20
33327.069	19
33399.674	39
33410.103	38
33465.381	37
33484.063	36
33484.063	35
33497.518	34
33582.224	33
33788.529	32
33868.532	52
33951.323	51
33951.323	50
34123.607	49
34123.607	48
34123.607	47
34123.607	46
34123.607	45
34143.606	44
34203.961	43
34256.320	42
34382.135	41
34434.273	40
34485.644	39
34485.644	38
34508.245	37
34696.190	36
34799.472	35
34912.374	34
34988.648	33
35110.218	32
35110.218	31
35110.218	30
35110.218	29
35110.218	28
35110.218	27
35290.259	26
35375.895	25
35502.578	24
35502.578	23
35503.687	22
35520.398	21
35539.637	20
35539.637	19
35649.411	18
35665.003	17
35759.485	16
35759.485	15
35759.485	14
35906.778	13
35918.825	12
36048.911	11
36155.407	10
36155.407	9
36166.188	8
36228.797	7
36303.950	6
36373.219	5
36413.008	4
36413.008	3
36455.437	2
36561.440	1
36561.440	0
36878.465	0
36878.465	0
36878.465	0
36878.465	0
36895.510	0
36955.684	0
36955.684	0
37044.860	0
37139.447	0
37152.693	0
37251.422	0
37251.422	0
37358.800	0
37358.800	0
37374.051	0
37459.858	0
37542.436	0
37680.058	0
37865.939	0
37865.939	0
37865.939	0
37865.939	0
37910.505	20
37980.290	19
38015.861	18
38099.256	17
38099.256	16
38195.536	15
38195.536	14
38195.536	13
38320.012	12
38437.152	32
38569.835	31
38569.835	30
38569.835	29
38569.835	28
38569.835	27
38667.527	26
38667.527	25
38671.608	43
38678.971	42
38723.316	41
38959.936	40
38959.936	39
39056.480	38
39056.480	37
39143.324	36
39274.619	35
39356.666	34
39688.756	33
39716.683	32
39894.180	31
39894.180	30
39979.581	29
40061.714	28
40061.714	27
40123.750	26
40242.052	25
40409.972	24
40409.972	23
40409.972	22
40653.513	21
40653.513	20
40818.225	19
40818.225	18
40977.144	17
40977.144	16
41028.660	15
41095.887	14
41162.607	13
41232.451	12
41281.383	32
41324.514	31
41340.829	30
41374.503	29
41430.941	28
41454.762	27
41454.762	26
41469.170	25
41527.206	24
41527.206	23
41527.206	22
41527.206	21
41527.206	20
41583.613	19
41636.400	18
41672.878	34
41791.210	33
41791.210	32
41791.210	31
41919.344	30
41983.751	29
41983.751	28
42026.634	27
42104.827	26
42232.836	25
42360.947	24
42493.463	23
42572.965	22
42695.319	21
42793.268	20
42793.268	19
42848.469	18
43107.187	17
43107.187	16
43183.421	15
43242.845	14
43331.459	13
