# s=45 S=55
# time_s	level
0.000	40
299.824	39
535.888	38
798.961	37
798.961	36
1283.395	35
1713.674	34
2636.214	33
2816.968	32
3165.529	31
3177.529	30
3347.863	29
4239.317	28
4239.317	27
4443.328	47
4522.879	53
4862.915	52
5025.715	51
5025.715	50
5025.715	49
5222.729	48
5264.351	47
5497.370	46
5497.370	45
5689.599	44
5976.612	43
5976.612	42
6052.618	41
6054.026	40
6054.026	39
6054.026	38
6054.026	37
7219.042	36
7447.451	35
7534.246	34
7641.970	33
7641.970	32
7695.060	31
7710.632	30
8003.814	29
8003.814	28
8168.793	27
8168.793	26
8216.919	25
8368.609	24
8421.523	23
8576.766	22
8914.269	21
9031.637	20
9117.945	19
9117.945	18
9117.945	17
9503.364	16
9503.364	15
9632.830	14
9632.830	13
9961.756	31
10024.976	30
10079.478	29
10446.046	28
10574.091	27
10659.357	26
10722.190	25
10779.379	24
10779.379	23
10779.379	22
10810.965	21
11130.730	20
11340.001	19
11470.695	18
11582.230	17
11657.249	16
11762.779	15
11822.228	14
11899.736	13
11899.736	12
11931.146	11
11931.146	10
12002.578	9
12002.578	8
12093.177	7
12110.526	6
12648.484	5
12648.484	4
12648.484	3
12698.217	2
12905.844	22
13019.967	21
13124.812	34
13186.158	33
13227.442	32
13227.442	31
13294.724	30
13426.171	29
13426.171	28
13562.081	27
13562.081	26
13577.790	25
13624.161	24
13624.161	23
13724.810	22
13775.694	21
13833.363	20
13833.363	19
13838.542	18
14004.013	17
14004.013	16
14174.888	15
14179.977	14
14554.373	13
14554.373	12
14667.063	11
14698.148	10
15037.244	9
15117.154	8
15312.515	7
15312.515	6
15312.515	5
15350.564	4
15408.649	3
15434.923	2
15626.691	1
15728.924	0
15785.574	0
15911.884	0
15911.884	0
15981.523	0
16018.967	0
16018.967	0
16018.967	0
16159.293	0
16568.372	0
16568.372	0
16568.372	0
16568.372	0
16568.372	0
16735.882	0
16814.584	0
17230.021	0
17230.021	0
17230.021	0
17294.532	20
17374.503	19
17389.860	18
17407.875	19
17543.344	18
17559.103	17
17606.975	16
17645.694	36
17753.028	35
17770.794	34
17794.263	33
18082.989	32
18142.111	31
18277.735	30
18277.735	29
18398.154	28
18532.528	27
18949.140	26
18949.140	25
18964.083	24
19088.110	44
19108.095	46
19858.281	45
19858.281	44
19903.744	43
19931.459	42
20277.379	41
20277.379	40
20277.379	39
20418.469	38
20859.647	37
21455.899	36
21514.949	35
21863.411	34
22191.168	33
22648.184	32
22864.936	31
22970.280	30
22970.280	29
22970.280	28
23152.649	27
23413.723	26
23413.723	25
23600.578	24
23600.578	23
23600.578	22
23677.091	42
23714.175	41
24198.432	40
24198.432	39
24344.772	38
25039.595	37
25146.267	36
25146.267	35
25146.267	34
25411.465	33
25411.465	32
25514.938	31
25789.552	30
25789.552	29
25873.682	28
25920.640	27
25920.640	26
26634.332	25
26634.332	24
26767.181	23
26814.256	22
26868.679	21
27051.461	20
27129.762	19
27129.762	18
27154.654	17
27234.676	16
27502.321	15
27723.596	14
27723.596	13
28191.955	12
28280.974	11
28404.845	10
28531.941	9
28531.941	8
28784.935	7
29017.966	27
29024.237	26
29024.237	25
29055.595	26
29243.241	25
29243.241	24
29353.697	23
29366.006	22
29383.345	21
29399.619	20
29626.483	19
29814.005	18
29927.851	17
29927.851	16
29938.035	15
30453.362	14
30453.362	13
30453.362	12
30453.362	11
30469.960	10
30617.685	9
30706.974	8
30825.405	7
30894.706	6
30950.035	5
31010.788	4
31010.788	3
31231.719	2
31275.493	1
31291.637	0
31342.288	0
31457.487	0
31797.904	0
32186.881	0
32416.703	0
32422.996	0
32441.357	0
32722.057	0
32862.082	0
32884.236	0
33022.287	0
33022.287	0
33022.287	0
33022.287	0
33022.287	0
33022.287	0
33022.287	0
33088.325	0
33088.325	0
33164.356	0
33164.356	0
33465.381	0
33465.381	0
33465.381	0
33631.859	0
33788.529	0
33951.323	0
33951.390	0
34123.607	0
34123.607	0
34123.607	0
34203.961	0
34302.157	0
34302.157	0
34302.157	0
34327.515	0
34382.135	0
34563.522	0
34666.400	20
34799.472	19
34799.472	18
34799.472	17
34799.472	16
34811.467	15
34846.320	14
34912.374	13
34930.562	33
35110.218	32
35110.218	31
35186.423	46
