# batch	value
1	0.64018683
2	0.62333755
3	0.67096096
4	0.63091740
5	0.64408573
6	0.61125867
7	0.68198626
8	0.60423322
9	0.69153788
10	0.64598741
11	0.65571968
12	0.66217358
13	0.63769723
14	0.60135736
15	0.63610094
16	0.59240430
17	0.61747019
18	0.68453069
19	0.69628779
20	0.59336265
21	0.57840132
22	0.64322228
23	0.69244630
24	0.62162538
25	0.66521428
26	0.63435873
27	0.62440239
28	0.65995046
29	0.67638764
30	0.64038801
31	0.70571353
32	0.61003564
33	0.66009367
34	0.66827592
35	0.62882042
36	0.62564553
37	0.63481346
38	0.70202812
39	0.61625006
40	0.63139373
41	0.72325415
42	0.65090719
43	0.59005031
44	0.65314256
45	0.66411727
46	0.64822172
47	0.63962570
48	0.60080672
49	0.66085453
50	0.67871219
51	0.64550590
52	0.67487267
53	0.66051564
54	0.65937254
55	0.60568788
56	0.63684464
57	0.58214310
58	0.66173089
59	0.68287246
60	0.66012677
61	0.72842713
62	0.70022834
63	0.62989283
64	0.65457391
