# batch	value
1	0.74381668
2	0.78027496
3	0.98156976
4	1.20660171
5	0.66020291
6	0.79706669
7	1.20043200
8	0.76401300
9	1.81452631
10	0.78050727
11	0.93643404
12	1.14457475
13	0.69981135
14	0.64829903
15	0.95399238
16	0.53491261
17	0.64174198
18	1.35542450
19	0.94224064
20	0.55748293
21	0.52284097
22	0.64001192
23	1.30871590
24	0.55217646
25	0.84656371
26	0.87039646
27	0.92750778
28	0.60518243
29	0.89222678
30	0.99821389
31	1.28762973
32	0.67647390
33	0.85911957
34	0.89461527
35	0.65129763
36	0.76548580
37	0.69999247
38	1.39213013
39	0.91735679
40	0.69856796
41	1.06657684
42	0.92955741
43	0.68020584
44	0.81996289
45	0.91207859
46	0.76707471
47	0.76338007
48	0.58143511
49	0.85335395
50	1.10647786
51	0.72087744
52	0.87256779
53	0.80108461
54	1.18540441
55	0.55430152
56	0.90282710
57	0.53164370
58	0.67352691
59	0.90028937
60	0.99894703
61	2.12484720
62	1.30495148
63	0.81682118
64	0.92642671
