# batch	value
1	675.21326833
2	794.46389337
3	733.91175053
4	675.55507991
5	764.92788880
6	769.99025382
7	721.54875468
8	676.63616722
9	754.21639844
10	653.98345723
11	699.52587665
12	767.79174635
13	696.46631384
14	716.33052599
15	788.70430706
16	734.63201902
17	753.95038648
18	765.83039258
19	814.26230351
20	665.76742798
21	649.71538955
22	731.16212338
23	698.47593686
24	722.68911146
25	772.94798947
26	731.29864958
27	843.88856456
28	777.89543696
29	759.88910279
30	740.00708289
31	760.56477321
32	771.04395698
33	733.48793558
34	723.68254528
35	742.47106866
36	686.65793491
37	753.07344239
38	685.45045621
39	776.26803449
40	708.46112181
41	683.29462252
42	759.08488257
43	796.77782513
44	816.35516690
45	694.15117987
46	833.20823923
47	723.68114652
48	766.59311295
49	726.57068842
50	690.35668352
51	720.58804452
52	720.35712914
53	737.22519804
54	686.46900869
55	708.68774769
56	747.36065292
57	713.58924983
58	731.23971340
59	710.43726369
60	720.78377205
61	785.73062833
62	763.04680047
63	690.90055919
64	735.52490394
