# batch	value
1	143.73210237
2	138.79053781
3	143.90041618
4	150.97587641
5	137.40440789
6	136.06669157
7	145.73559411
8	147.48589995
9	145.89452805
10	133.25136475
11	144.88253217
12	134.93530386
13	136.12462526
14	129.01468897
15	153.67856243
16	140.84134502
17	149.68660057
18	143.19924979
19	145.05732480
20	130.27215123
21	137.33658786
22	148.45475451
23	137.96527540
24	141.89408651
25	140.46647516
26	135.27390859
27	140.27344473
28	131.34205551
29	142.85759158
30	138.10338832
31	134.39686306
32	135.95078545
33	137.71766707
34	144.29311805
35	144.76455715
36	142.69650029
37	142.07279880
38	151.07201845
39	137.45260343
40	134.78807529
41	150.03592832
42	129.99844407
43	140.78862959
44	152.14330048
45	151.47579942
46	125.53556075
47	142.81449201
48	134.07960867
49	150.44583495
50	130.20119259
51	152.41950502
52	148.37331471
53	149.27421345
54	145.53822549
55	142.99491827
56	140.18189557
57	136.93772556
58	140.61250377
59	141.97562775
60	142.77656362
61	152.93250978
62	169.95953733
63	135.59504127
64	133.12842868
